event_id,user_id,event_timestamp,event_name,experiment_group,device,traffic_source,session_id
E00020441,U011080,2026-07-11 22:07:10.126556006,checkout_view,treatment,mobile,email,S_U011080_1783807630
E00033085,U017980,2026-07-06 17:27:39.984541744,checkout_view,control,mobile,paid_search,S_U017980_1783358859
E00036320,U019745,2026-07-08 10:38:32.653533916,payment_attempt,treatment,desktop,social,S_U019745_1783506032
E00003283,U001771,2026-07-05 19:39:30.248200916,checkout_view,treatment,desktop,organic,S_U001771_1783280370
E00009958,U005339,2026-07-02 11:12:55.526591720,checkout_view,control,desktop,direct,S_U005339_1782990775
E00032264,U017530,2026-07-03 00:53:25.134913090,checkout_view,control,mobile,paid_search,S_U017530_1783040005
E00017886,U009669,2026-07-09 19:54:38.435067102,checkout_view,treatment,mobile,organic,S_U009669_1783626878
E00032216,U017509,2026-07-10 19:47:39.977872740,payment_attempt,control,desktop,paid_search,S_U017509_1783712139
E00036305,U019735,2026-07-01 02:41:17.679596200,checkout_view,control,desktop,social,S_U019735_1782873677
E00020247,U010975,2026-07-12 15:31:17.245112338,checkout_view,control,mobile,paid_search,S_U010975_1783870277
E00005735,U003071,2026-07-11 08:37:19.345673502,payment_attempt,treatment,mobile,organic,S_U003071_1783758739
E00012833,U006932,2026-07-09 08:27:41.393307370,checkout_view,treatment,mobile,organic,S_U006932_1783585661
E00013962,U007542,2026-07-04 01:43:59.973961542,purchase,treatment,desktop,direct,S_U007542_1783129028
E00021033,U011404,2026-07-03 10:05:29.330090398,payment_attempt,treatment,mobile,organic,S_U011404_1783071689
E00004802,U002572,2026-07-07 05:32:02.105776734,purchase,control,desktop,paid_search,S_U002572_1783401361
E00003447,U001853,2026-07-04 05:19:19.680017996,purchase,treatment,mobile,direct,S_U001853_1783142009
E00008742,U004688,2026-07-03 23:05:40.515171806,checkout_view,treatment,mobile,paid_search,S_U004688_1783119940
E00029057,U015779,2026-07-12 22:09:57.114420540,payment_attempt,treatment,desktop,paid_search,S_U015779_1783893777
E00007142,U003819,2026-07-09 10:40:50.299335678,payment_attempt,control,desktop,organic,S_U003819_1783592450
E00032619,U017733,2026-07-13 13:33:37.908447642,payment_attempt,treatment,desktop,direct,S_U017733_1783949077
E00028257,U015344,2026-07-12 06:40:58.711948922,payment_attempt,treatment,mobile,direct,S_U015344_1783837438
E00036140,U019647,2026-07-04 14:19:46.542303992,checkout_view,control,mobile,paid_search,S_U019647_1783174786
E00021871,U011861,2026-07-07 23:50:10.956311928,payment_attempt,treatment,mobile,direct,S_U011861_1783466830
E00015203,U008221,2026-07-08 05:47:36.323399950,payment_attempt,control,desktop,email,S_U008221_1783489536
E00029012,U015754,2026-07-11 05:55:46.115072434,checkout_view,control,mobile,organic,S_U015754_1783749346
E00030502,U016551,2026-07-09 15:48:26.544833846,purchase,control,desktop,organic,S_U016551_1783610904
E00008600,U004613,2026-07-14 23:16:12.256836998,payment_attempt,treatment,desktop,paid_search,S_U004613_1784069712
E00007656,U004095,2026-07-12 20:25:53.903900198,checkout_view,treatment,desktop,paid_search,S_U004095_1783887953
E00015817,U008536,2026-07-14 23:59:59.000000000,checkout_view,control,mobile,email,S_U008536_1784073599
E00036417,U019796,2026-07-10 20:57:43.531500276,payment_attempt,treatment,mobile,organic,S_U019796_1783715683
E00016281,U008793,2026-07-12 08:45:11.389041506,checkout_view,treatment,desktop,direct,S_U008793_1783845911
E00002402,U001290,2026-07-11 21:43:15.806814514,payment_attempt,control,desktop,paid_search,S_U001290_1783806075
E00006954,U003721,2026-07-09 02:11:19.041264476,payment_attempt,treatment,desktop,email,S_U003721_1783561819
E00017579,U009496,2026-07-11 19:04:41.377543844,checkout_view,control,desktop,paid_search,S_U009496_1783796681
E00015348,U008299,2026-07-02 20:23:22.313660726,purchase,control,mobile,email,S_U008299_1783023356
E00023486,U012736,2026-07-04 18:38:23.388276576,payment_attempt,treatment,mobile,email,S_U012736_1783189643
E00021476,U011645,2026-07-03 07:57:36.623371830,checkout_view,treatment,mobile,social,S_U011645_1783065456
E00009876,U005301,2026-07-06 18:52:26.193463269,payment_attempt,control,mobile,direct,S_U005301_1783363226
E00025310,U013750,2026-07-04 13:07:23.982346464,checkout_view,treatment,desktop,email,S_U013750_1783170443
E00029491,U016000,2026-07-14 10:58:49.808899166,payment_attempt,treatment,mobile,email,S_U016000_1784026369
E00023947,U012998,2026-07-12 07:51:05.750024716,payment_attempt,treatment,desktop,organic,S_U012998_1783841225
E00015598,U008424,2026-07-08 19:14:42.427192768,purchase,treatment,mobile,direct,S_U008424_1783537678
E00012053,U006497,2026-07-03 18:22:23.601122344,payment_attempt,control,tablet,email,S_U006497_1783101623
E00004019,U002157,2026-07-06 01:04:38.871142188,purchase,control,desktop,direct,S_U002157_1783297648
E00014197,U007660,2026-07-07 03:21:01.101343390,payment_attempt,treatment,desktop,email,S_U007660_1783393921
E00013503,U007301,2026-07-04 06:09:21.555784844,checkout_view,control,desktop,organic,S_U007301_1783145361
E00024043,U013054,2026-07-03 22:50:42.239205452,payment_attempt,treatment,desktop,paid_search,S_U013054_1783118562
E00022886,U012410,2026-07-02 20:25:25.773397658,payment_attempt,control,mobile,organic,S_U012410_1783023025
E00013410,U007248,2026-07-14 20:00:21.339008164,payment_attempt,treatment,mobile,paid_search,S_U007248_1784059041
E00002010,U001076,2026-07-01 17:18:58.638620556,checkout_view,treatment,desktop,email,S_U001076_1782926338
E00013763,U007428,2026-07-08 17:22:28.046087344,payment_attempt,control,mobile,organic,S_U007428_1783530928
E00033624,U018266,2026-07-04 17:05:20.430595782,checkout_view,treatment,desktop,direct,S_U018266_1783184720
E00032256,U017527,2026-07-07 03:46:39.825735900,checkout_view,control,desktop,paid_search,S_U017527_1783395999
E00002345,U001260,2026-07-08 02:34:39.605001978,payment_attempt,control,mobile,paid_search,S_U001260_1783477059
E00011185,U006005,2026-07-14 19:24:25.446112492,purchase,treatment,tablet,email,S_U006005_1784056403
E00003651,U001958,2026-07-04 20:14:45.868360912,payment_attempt,control,mobile,social,S_U001958_1783195785
E00014943,U008078,2026-07-14 19:37:05.845829028,payment_attempt,control,desktop,organic,S_U008078_1784056625
E00006882,U003680,2026-07-02 13:52:32.616537264,payment_attempt,treatment,tablet,organic,S_U003680_1782999512
E00033420,U018155,2026-07-02 08:42:17.454768816,checkout_view,control,desktop,organic,S_U018155_1782981737
E00025748,U013999,2026-07-11 16:22:45.039063682,payment_attempt,control,mobile,paid_search,S_U013999_1783786725
E00030463,U016532,2026-07-14 22:56:08.828107898,checkout_view,control,mobile,social,S_U016532_1784069768
E00016202,U008752,2026-07-13 08:31:53.944394682,checkout_view,treatment,desktop,social,S_U008752_1783931513
E00019023,U010279,2026-07-13 10:36:12.475083306,checkout_error,treatment,mobile,direct,S_U010279_1783938853
E00003315,U001789,2026-07-12 00:15:48.052755886,checkout_view,control,desktop,organic,S_U001789_1783815348
E00009659,U005193,2026-07-13 07:06:26.468573744,checkout_view,treatment,desktop,paid_search,S_U005193_1783926386
E00007742,U004138,2026-07-13 04:51:59.695469390,payment_attempt,treatment,mobile,direct,S_U004138_1783917299
E00013526,U007311,2026-07-08 15:32:49.149412754,checkout_view,treatment,mobile,social,S_U007311_1783524769
E00012858,U006945,2026-07-07 12:44:35.523188624,payment_attempt,control,desktop,social,S_U006945_1783426835
E00011011,U005912,2026-07-07 17:43:57.044976286,purchase,control,mobile,paid_search,S_U005912_1783444366
E00036228,U019698,2026-07-02 09:11:50.889296786,checkout_view,control,mobile,organic,S_U019698_1782983510
E00032218,U017510,2026-07-03 00:44:42.466333580,payment_attempt,treatment,desktop,paid_search,S_U017510_1783038822
E00031685,U017219,2026-07-02 02:23:11.017057716,purchase,treatment,mobile,paid_search,S_U017219_1782958029
E00022934,U012432,2026-07-13 03:47:32.892720280,payment_failure,control,desktop,email,S_U012432_1783914127
E00030053,U016305,2026-07-07 19:13:00.239058918,payment_attempt,treatment,desktop,email,S_U016305_1783451100
E00018040,U009745,2026-07-12 00:24:17.574710016,checkout_error,treatment,mobile,social,S_U009745_1783815742
E00016864,U009105,2026-07-01 21:52:01.263704098,checkout_error,control,mobile,organic,S_U009105_1782942666
E00006848,U003660,2026-07-14 05:24:57.876951454,checkout_view,treatment,mobile,social,S_U003660_1784006697
E00025399,U013800,2026-07-05 02:30:57.819715008,checkout_view,treatment,desktop,paid_search,S_U013800_1783218657
E00001307,U000686,2026-07-03 12:21:29.580618136,checkout_view,treatment,mobile,organic,S_U000686_1783081289
E00026674,U014489,2026-07-14 17:34:14.363534302,checkout_view,treatment,desktop,organic,S_U014489_1784050454
E00030684,U016653,2026-07-11 12:00:45.039109622,payment_attempt,treatment,mobile,email,S_U016653_1783771065
E00012240,U006607,2026-07-09 18:39:39.248817362,payment_attempt,treatment,desktop,direct,S_U006607_1783621419
E00002429,U001305,2026-07-14 13:40:25.323255934,payment_attempt,control,desktop,organic,S_U001305_1784035165
E00014049,U007586,2026-07-05 15:00:23.035223516,purchase,treatment,mobile,paid_search,S_U007586_1783262928
E00022654,U012282,2026-07-13 14:45:49.692611530,checkout_view,treatment,desktop,email,S_U012282_1783953949
E00032157,U017479,2026-07-09 14:23:14.125537128,payment_attempt,treatment,mobile,social,S_U017479_1783606754
E00004484,U002415,2026-07-04 18:48:33.854144726,payment_attempt,treatment,desktop,paid_search,S_U002415_1783190493
E00016822,U009086,2026-07-11 23:04:48.923380864,payment_attempt,control,desktop,email,S_U009086_1783809648
E00011588,U006241,2026-07-02 13:42:54.295528590,checkout_view,control,mobile,paid_search,S_U006241_1782999774
E00010356,U005555,2026-07-11 21:51:29.725548066,checkout_view,control,mobile,organic,S_U005555_1783806689
E00032657,U017753,2026-07-14 23:59:59.000000000,checkout_view,control,desktop,organic,S_U017753_1784073599
E00009484,U005094,2026-07-03 18:13:36.778721772,checkout_view,control,mobile,email,S_U005094_1783102416
E00009247,U004972,2026-07-06 08:46:43.369562198,purchase,treatment,mobile,email,S_U004972_1783327324
E00032726,U017795,2026-07-11 18:45:04.108642692,payment_attempt,treatment,mobile,social,S_U017795_1783794784
E00032921,U017899,2026-07-12 02:05:25.575761396,checkout_view,treatment,desktop,paid_search,S_U017899_1783821925
E00006572,U003516,2026-07-06 10:37:51.618727518,purchase,treatment,mobile,organic,S_U003516_1783332350
E00018695,U010094,2026-07-11 07:24:23.303706300,payment_attempt,treatment,mobile,paid_search,S_U010094_1783754003
E00008502,U004552,2026-07-01 21:15:10.172612348,payment_attempt,treatment,desktop,direct,S_U004552_1782939130
E00001186,U000622,2026-07-01 13:33:34.676590824,checkout_view,treatment,mobile,paid_search,S_U000622_1782912814
E00021878,U011864,2026-07-08 11:17:59.661067846,payment_attempt,treatment,mobile,paid_search,S_U011864_1783508639
E00008326,U004448,2026-07-05 05:27:59.053661050,purchase,treatment,desktop,social,S_U004448_1783228320
E00021817,U011837,2026-07-13 16:37:00.600082350,checkout_view,treatment,mobile,email,S_U011837_1783960620
E00013078,U007069,2026-07-11 01:39:37.033649050,purchase,treatment,mobile,paid_search,S_U007069_1783733536
E00028679,U015571,2026-07-03 13:54:23.376916870,payment_attempt,control,desktop,paid_search,S_U015571_1783086743
E00009693,U005208,2026-07-10 13:38:14.992506546,purchase,treatment,desktop,email,S_U005208_1783688804
E00027859,U015111,2026-07-08 09:41:58.871702648,checkout_view,control,tablet,organic,S_U015111_1783503718
E00006709,U003590,2026-07-08 09:23:57.420020002,payment_attempt,control,desktop,organic,S_U003590_1783501437
E00024736,U013416,2026-07-12 21:53:00.893915204,purchase,treatment,desktop,paid_search,S_U013416_1783892336
E00035535,U019312,2026-07-02 03:34:06.178053082,payment_attempt,treatment,desktop,organic,S_U019312_1782962406
E00029889,U016211,2026-07-11 22:44:39.605821242,payment_attempt,control,mobile,social,S_U016211_1783809159
E00032536,U017683,2026-07-04 23:29:43.155536654,checkout_view,treatment,desktop,paid_search,S_U017683_1783207783
E00001399,U000745,2026-07-08 18:18:35.027010618,checkout_view,control,mobile,paid_search,S_U000745_1783534715
E00032051,U017423,2026-07-06 17:18:27.105863078,payment_attempt,treatment,desktop,direct,S_U017423_1783358067
E00012790,U006908,2026-07-10 18:50:04.516968302,payment_failure,control,mobile,paid_search,S_U006908_1783708566
E00014362,U007759,2026-07-11 01:24:33.445007890,purchase,treatment,mobile,organic,S_U007759_1783728739
E00004311,U002325,2026-07-13 02:40:04.046568540,checkout_view,control,mobile,direct,S_U002325_1783910404
E00023885,U012961,2026-07-12 18:32:43.907901952,checkout_view,treatment,desktop,direct,S_U012961_1783881163
E00003507,U001882,2026-07-06 04:28:18.322906208,payment_attempt,control,desktop,paid_search,S_U001882_1783311978
E00024195,U013129,2026-07-03 20:29:28.587362950,purchase,treatment,desktop,direct,S_U013129_1783110119
E00020482,U011105,2026-07-02 00:46:38.566937202,purchase,control,desktop,organic,S_U011105_1782952633
E00006020,U003222,2026-07-03 13:49:47.856145512,purchase,control,mobile,paid_search,S_U003222_1783086055
E00000885,U000457,2026-07-09 06:56:54.869077648,payment_attempt,treatment,desktop,paid_search,S_U000457_1783580094
E00003337,U001799,2026-07-03 14:28:30.511775314,purchase,control,mobile,social,S_U001799_1783088021
E00036243,U019705,2026-07-04 09:32:05.915227826,checkout_view,treatment,mobile,email,S_U019705_1783157525
E00014912,U008062,2026-07-11 02:24:29.936996150,purchase,control,mobile,organic,S_U008062_1783735457
E00007503,U004009,2026-07-12 01:07:53.591115960,checkout_view,treatment,mobile,organic,S_U004009_1783818473
E00014714,U007948,2026-07-03 06:19:44.538908620,purchase,treatment,desktop,social,S_U007948_1783058419
E00005638,U003023,2026-07-12 18:33:05.808195084,checkout_view,control,mobile,direct,S_U003023_1783881185
E00006879,U003678,2026-07-02 23:45:21.284401024,checkout_view,control,mobile,paid_search,S_U003678_1783035921
E00026795,U014559,2026-07-04 19:01:05.897731400,payment_attempt,control,desktop,paid_search,S_U014559_1783190525
E00026361,U014326,2026-07-01 10:41:58.828843982,checkout_view,control,mobile,organic,S_U014326_1782902518
E00023615,U012808,2026-07-12 20:12:29.602883286,payment_attempt,control,desktop,organic,S_U012808_1783885769
E00014466,U007815,2026-07-14 18:29:21.796482016,payment_attempt,control,desktop,paid_search,S_U007815_1784053581
E00001699,U000912,2026-07-02 04:40:22.460493562,purchase,treatment,desktop,direct,S_U000912_1782965464
E00008425,U004509,2026-07-07 06:07:03.693486126,checkout_view,treatment,mobile,organic,S_U004509_1783404423
E00018093,U009777,2026-07-08 21:40:47.592888874,checkout_view,treatment,mobile,direct,S_U009777_1783546847
E00014376,U007766,2026-07-09 19:37:10.221844112,checkout_view,treatment,desktop,organic,S_U007766_1783625830
E00014002,U007564,2026-07-15 00:05:59.000000000,payment_attempt,treatment,mobile,organic,S_U007564_1784073599
E00011931,U006429,2026-07-12 20:05:57.463152108,checkout_view,treatment,mobile,email,S_U006429_1783886757
E00016970,U009167,2026-07-14 02:18:16.197935150,payment_attempt,treatment,mobile,organic,S_U009167_1783995136
E00033199,U018041,2026-07-08 23:32:13.587328220,purchase,control,desktop,paid_search,S_U018041_1783553049
E00018902,U010208,2026-07-08 15:05:00.370200892,payment_attempt,treatment,mobile,email,S_U010208_1783522920
E00007815,U004182,2026-07-04 01:47:19.617933714,purchase,treatment,mobile,social,S_U004182_1783128986
E00025080,U013613,2026-07-07 17:05:48.585367138,payment_attempt,control,desktop,paid_search,S_U013613_1783443228
E00012439,U006715,2026-07-07 09:56:51.674390146,payment_attempt,control,desktop,social,S_U006715_1783417071
E00031707,U017229,2026-07-03 13:00:34.459360800,payment_failure,control,mobile,organic,S_U017229_1783083111
E00010254,U005501,2026-07-13 15:21:45.329041084,payment_attempt,treatment,mobile,email,S_U005501_1783955985
E00014244,U007690,2026-07-06 12:42:36.339803570,checkout_view,control,desktop,organic,S_U007690_1783341756
E00001899,U001017,2026-07-03 08:04:00.603579288,checkout_view,control,tablet,organic,S_U001017_1783065840
E00030947,U016799,2026-07-05 21:57:39.078179124,payment_attempt,control,desktop,social,S_U016799_1783287939
E00018854,U010182,2026-07-14 06:30:44.018950876,checkout_view,treatment,mobile,email,S_U010182_1784010644
E00023876,U012955,2026-07-03 19:56:32.327261866,checkout_view,control,mobile,paid_search,S_U012955_1783108592
E00007380,U003944,2026-07-13 11:21:18.518864320,checkout_view,control,mobile,organic,S_U003944_1783941678
E00004466,U002408,2026-07-07 19:56:57.120313680,payment_attempt,treatment,desktop,paid_search,S_U002408_1783454097
E00030870,U016757,2026-07-13 04:14:31.459971248,checkout_view,control,mobile,organic,S_U016757_1783916071
E00019383,U010478,2026-07-14 17:14:51.535334576,checkout_view,control,desktop,organic,S_U010478_1784049291
E00005097,U002728,2026-07-08 09:15:44.111999710,checkout_view,treatment,desktop,organic,S_U002728_1783502144
E00002947,U001592,2026-07-03 07:44:54.056017418,checkout_view,control,desktop,direct,S_U001592_1783064694
E00036403,U019789,2026-07-07 00:38:08.836776710,checkout_view,control,mobile,social,S_U019789_1783384688
E00010346,U005549,2026-07-04 22:41:45.478757122,purchase,control,mobile,email,S_U005549_1783204733
E00009508,U005109,2026-07-14 23:25:44.675266978,payment_attempt,control,desktop,social,S_U005109_1784070704
E00012542,U006764,2026-07-08 18:37:20.296781426,checkout_view,treatment,desktop,email,S_U006764_1783535840
E00021381,U011595,2026-07-14 02:24:18.962288898,payment_attempt,control,mobile,paid_search,S_U011595_1783995438
E00010902,U005843,2026-07-08 10:29:04.974586038,purchase,treatment,mobile,organic,S_U005843_1783506283
E00021996,U011927,2026-07-08 09:11:41.356520746,payment_attempt,control,mobile,paid_search,S_U011927_1783501721
E00014453,U007809,2026-07-02 22:36:45.734076130,checkout_view,treatment,mobile,organic,S_U007809_1783031805
E00014942,U008078,2026-07-14 19:17:05.845829028,checkout_view,control,desktop,organic,S_U008078_1784056625
E00028525,U015494,2026-07-01 14:35:08.273583978,purchase,treatment,desktop,organic,S_U015494_1782916094
E00007962,U004255,2026-07-12 09:18:22.610570218,purchase,treatment,mobile,organic,S_U004255_1783845608
E00007895,U004223,2026-07-13 13:08:52.197587820,purchase,control,tablet,paid_search,S_U004223_1783946505
E00029515,U016014,2026-07-14 05:02:40.107144104,payment_attempt,treatment,mobile,organic,S_U016014_1784004100
E00030099,U016327,2026-07-03 13:07:03.679198062,payment_attempt,control,mobile,organic,S_U016327_1783083003
E00013504,U007301,2026-07-04 06:30:21.555784844,payment_attempt,control,desktop,organic,S_U007301_1783145361
E00033413,U018152,2026-07-12 17:22:54.210076306,payment_attempt,control,mobile,paid_search,S_U018152_1783876434
E00026583,U014442,2026-07-13 17:16:01.606306176,purchase,control,mobile,social,S_U014442_1783960998
E00019122,U010336,2026-07-10 17:15:41.071646872,payment_attempt,treatment,desktop,paid_search,S_U010336_1783703081
E00015893,U008576,2026-07-04 20:15:39.296550650,purchase,control,desktop,social,S_U008576_1783195428
E00008387,U004487,2026-07-04 13:23:00.706345414,checkout_view,control,desktop,organic,S_U004487_1783171380
E00023819,U012922,2026-07-07 15:46:47.036445030,payment_attempt,control,desktop,organic,S_U012922_1783439087
E00031190,U016934,2026-07-07 19:23:45.048402430,payment_failure,treatment,mobile,organic,S_U016934_1783451020
E00025170,U013665,2026-07-06 23:45:22.146252230,checkout_view,treatment,mobile,direct,S_U013665_1783381522
E00022644,U012276,2026-07-06 07:38:59.171903022,checkout_view,treatment,desktop,organic,S_U012276_1783323539
E00019577,U010586,2026-07-08 21:42:00.998427918,purchase,control,mobile,social,S_U010586_1783546365
E00006400,U003422,2026-07-13 19:47:11.028868942,purchase,control,desktop,paid_search,S_U003422_1783971780
E00008734,U004681,2026-07-06 00:55:32.151644406,checkout_view,treatment,desktop,direct,S_U004681_1783299332
E00008307,U004440,2026-07-04 12:18:17.286107740,payment_attempt,control,desktop,direct,S_U004440_1783166957
E00022145,U012001,2026-07-12 08:52:57.925408982,payment_attempt,treatment,desktop,email,S_U012001_1783845057
E00011859,U006386,2026-07-10 22:33:15.090010288,payment_attempt,treatment,mobile,paid_search,S_U006386_1783721535
E00035400,U019232,2026-07-01 06:59:44.223275742,checkout_view,treatment,mobile,direct,S_U019232_1782889184
E00026576,U014439,2026-07-02 11:02:59.172457464,checkout_view,control,desktop,social,S_U014439_1782990179
E00015075,U008145,2026-07-07 22:51:05.210048890,payment_attempt,treatment,mobile,direct,S_U008145_1783464185
E00014340,U007744,2026-07-09 09:36:20.530682148,checkout_view,treatment,mobile,paid_search,S_U007744_1783589780
E00022014,U011935,2026-07-09 07:29:26.308164420,checkout_view,control,mobile,direct,S_U011935_1783582166
E00032606,U017725,2026-07-10 15:52:24.805794818,payment_attempt,treatment,mobile,organic,S_U017725_1783697424
E00004241,U002288,2026-07-07 03:20:41.424243668,checkout_view,control,desktop,organic,S_U002288_1783394441
E00019936,U010789,2026-07-14 19:16:38.273642514,checkout_view,control,mobile,paid_search,S_U010789_1784056598
E00011945,U006435,2026-07-09 16:35:28.457080622,checkout_view,treatment,desktop,organic,S_U006435_1783614928
E00007346,U003927,2026-07-05 06:52:34.800432308,payment_attempt,control,tablet,email,S_U003927_1783233394
E00016806,U009078,2026-07-09 17:39:57.802982122,payment_attempt,control,desktop,direct,S_U009078_1783618557
E00004050,U002178,2026-07-02 12:41:51.338811570,checkout_view,treatment,mobile,email,S_U002178_1782996111
E00005397,U002891,2026-07-13 18:44:00.376575968,payment_attempt,control,mobile,organic,S_U002891_1783967520
E00006044,U003237,2026-07-11 05:11:06.711605100,checkout_view,control,mobile,paid_search,S_U003237_1783746666
E00000630,U000321,2026-07-11 09:15:42.477925296,checkout_view,treatment,desktop,paid_search,S_U000321_1783761342
E00026768,U014544,2026-07-10 23:04:26.725183800,payment_attempt,treatment,mobile,organic,S_U014544_1783723706
E00013577,U007339,2026-07-06 16:16:02.794039650,checkout_view,control,mobile,organic,S_U007339_1783354562
E00004666,U002510,2026-07-14 10:47:50.640002664,payment_attempt,control,tablet,direct,S_U002510_1784024870
E00016084,U008677,2026-07-10 14:40:40.487912006,checkout_view,control,mobile,direct,S_U008677_1783694440
E00032041,U017419,2026-07-07 08:14:31.105328678,payment_attempt,treatment,mobile,organic,S_U017419_1783411291
E00005631,U003018,2026-07-06 13:49:39.028454206,payment_attempt,control,mobile,organic,S_U003018_1783345059
E00035480,U019278,2026-07-01 07:51:56.711116464,payment_attempt,treatment,desktop,direct,S_U019278_1782891536
E00016757,U009054,2026-07-12 18:34:49.511985676,payment_attempt,control,tablet,direct,S_U009054_1783880809
E00022909,U012420,2026-07-01 10:12:51.673597790,checkout_view,treatment,desktop,paid_search,S_U012420_1782900771
E00024812,U013455,2026-07-08 21:02:49.707331458,purchase,control,mobile,direct,S_U013455_1783543856
E00002838,U001535,2026-07-02 03:45:21.475108720,checkout_view,treatment,mobile,direct,S_U001535_1782963921
E00025798,U014025,2026-07-08 11:03:07.148222630,checkout_view,control,desktop,organic,S_U014025_1783508587
E00014816,U008006,2026-07-10 21:30:43.985335176,payment_failure,treatment,mobile,paid_search,S_U008006_1783718838
E00018985,U010258,2026-07-04 22:41:22.288108896,purchase,treatment,desktop,email,S_U010258_1783203352
E00018739,U010122,2026-07-11 08:43:40.098303160,checkout_view,control,desktop,organic,S_U010122_1783759420
E00009707,U005217,2026-07-03 01:56:59.407116620,purchase,control,mobile,social,S_U005217_1783042864
E00026724,U014516,2026-07-12 07:19:31.664381044,payment_attempt,control,mobile,social,S_U014516_1783840171
E00010322,U005537,2026-07-08 14:34:03.757140670,payment_attempt,treatment,mobile,organic,S_U005537_1783520343
E00010502,U005636,2026-07-09 00:36:38.845425852,checkout_view,treatment,mobile,organic,S_U005636_1783557398
E00027777,U015066,2026-07-02 23:18:51.290448460,checkout_view,control,tablet,email,S_U015066_1783034331
E00023934,U012993,2026-07-08 23:08:34.369339300,checkout_view,treatment,mobile,direct,S_U012993_1783552114
E00034484,U018734,2026-07-13 08:57:08.645717568,checkout_view,treatment,mobile,organic,S_U018734_1783933028
E00013156,U007108,2026-07-03 01:38:53.248480038,purchase,treatment,mobile,social,S_U007108_1783042478
E00008980,U004816,2026-07-08 02:53:36.116007420,checkout_view,control,desktop,direct,S_U004816_1783479216
E00029782,U016156,2026-07-11 07:21:46.677596912,payment_attempt,treatment,mobile,organic,S_U016156_1783753606
E00033233,U018058,2026-07-11 15:33:42.891881470,checkout_view,control,mobile,paid_search,S_U018058_1783784022
E00024481,U013282,2026-07-11 19:41:41.012102112,payment_attempt,treatment,desktop,paid_search,S_U013282_1783798121
E00031076,U016873,2026-07-11 16:27:28.835767212,checkout_view,treatment,desktop,email,S_U016873_1783787248
E00011682,U006293,2026-07-06 09:22:56.326115858,payment_failure,control,mobile,paid_search,S_U006293_1783329580
E00011956,U006442,2026-07-09 01:49:27.908186586,payment_attempt,treatment,desktop,organic,S_U006442_1783560447
E00035405,U019235,2026-07-04 16:19:44.956690766,payment_attempt,control,mobile,organic,S_U019235_1783181624
E00003021,U001633,2026-07-03 06:25:02.160042510,payment_attempt,treatment,desktop,organic,S_U001633_1783058822
E00010640,U005703,2026-07-03 21:23:06.502067362,payment_attempt,treatment,mobile,email,S_U005703_1783113606
E00033473,U018185,2026-07-03 15:30:19.289232588,checkout_view,control,mobile,organic,S_U018185_1783092619
E00010440,U005600,2026-07-03 21:57:10.283618316,payment_attempt,treatment,desktop,organic,S_U005600_1783114510
E00033359,U018123,2026-07-13 23:48:12.974676102,checkout_view,treatment,desktop,email,S_U018123_1783986492
E00000727,U000368,2026-07-04 17:54:43.957351168,checkout_view,control,mobile,social,S_U000368_1783187683
E00017803,U009620,2026-07-13 02:55:55.014962536,payment_attempt,treatment,tablet,organic,S_U009620_1783910455
E00020105,U010893,2026-07-10 09:23:43.551414794,purchase,control,mobile,organic,S_U010893_1783673468
E00027786,U015070,2026-07-05 03:29:36.180148018,payment_attempt,control,mobile,social,S_U015070_1783221696
E00020174,U010929,2026-07-09 23:28:53.388787130,checkout_view,treatment,desktop,direct,S_U010929_1783639733
E00020284,U010993,2026-07-08 20:09:24.163026566,payment_attempt,treatment,mobile,paid_search,S_U010993_1783541004
E00001651,U000881,2026-07-08 08:15:24.622272750,purchase,treatment,mobile,organic,S_U000881_1783498151
E00026423,U014361,2026-07-01 04:26:00.641492082,checkout_view,treatment,desktop,organic,S_U014361_1782879960
E00026651,U014477,2026-07-10 05:22:37.258730406,checkout_error,treatment,mobile,paid_search,S_U014477_1783660794
E00031554,U017149,2026-07-12 18:02:27.943768118,payment_attempt,treatment,mobile,organic,S_U017149_1783878987
E00032769,U017816,2026-07-13 09:48:07.883371764,payment_attempt,control,desktop,paid_search,S_U017816_1783935727
E00035261,U019152,2026-07-11 16:10:30.068349880,checkout_error,control,mobile,direct,S_U019152_1783786154
E00000018,U000009,2026-07-02 04:14:37.162675494,checkout_view,control,desktop,organic,S_U000009_1782965677
E00036592,U019902,2026-07-02 07:18:47.653307070,payment_attempt,control,desktop,social,S_U019902_1782975827
E00032121,U017463,2026-07-01 18:01:40.616469570,checkout_view,treatment,mobile,social,S_U017463_1782928900
E00001826,U000981,2026-07-02 01:30:40.756077250,purchase,treatment,desktop,organic,S_U000981_1782955022
E00036167,U019663,2026-07-02 11:33:58.278441022,checkout_error,control,mobile,paid_search,S_U019663_1782992010
E00008097,U004326,2026-07-02 01:00:27.650977472,payment_attempt,control,mobile,organic,S_U004326_1782953127
E00010981,U005891,2026-07-04 12:50:01.639089528,payment_attempt,control,desktop,direct,S_U005891_1783168561
E00012676,U006845,2026-07-14 00:19:23.223114438,purchase,control,desktop,email,S_U006845_1783987444
E00007747,U004141,2026-07-02 14:41:38.426190076,checkout_view,control,desktop,organic,S_U004141_1783003298
E00023708,U012861,2026-07-08 00:57:42.840118704,checkout_view,control,mobile,email,S_U012861_1783472262
