order_id,user_id,experiment_group,purchase_timestamp,order_amount,order_status,status_update_timestamp
O0001409,U005309,control,2026-07-09 02:49:08.395884542,108.34,completed,
O0001410,U005315,treatment,2026-07-06 12:56:58.526141852,91.94,completed,
O0001411,U005317,treatment,2026-07-09 09:15:23.193271728,141.9,completed,
O0001412,U005324,treatment,2026-07-12 02:48:50.869736504,179.23,completed,
O0001413,U005328,control,2026-07-12 23:19:43.867827030,218.65,completed,
O0001414,U005333,control,2026-07-08 11:41:12.434058547,51.73,completed,
O0001415,U005334,treatment,2026-07-04 00:26:43.988656328,63.57,completed,
O0001416,U005338,treatment,2026-07-14 21:30:51.401931886,175.05,completed,
O0001417,U005341,control,2026-07-01 21:00:48.358416242,52.99,completed,
O0001418,U005353,control,2026-07-03 23:13:34.748393046,107.57,completed,
O0001419,U005357,control,2026-07-14 22:26:38.824128246,72.17,refunded,2026-07-17 22:26:38.824128246
O0001420,U005360,treatment,2026-07-06 13:02:39.331841830,89.7,refunded,2026-07-13 13:02:39.331841830
O0001421,U005361,treatment,2026-07-11 22:03:39.832763041,67.64,completed,
O0001422,U005363,control,2026-07-02 05:55:54.389023760,31.68,completed,
O0001423,U005364,treatment,2026-07-12 21:07:56.451676048,223.8,completed,
O0001424,U005373,treatment,2026-07-12 10:49:44.738466218,88.15,completed,
O0001425,U005376,control,2026-07-10 04:07:00.793065826,97.56,completed,
O0001426,U005377,control,2026-07-04 19:02:14.556686988,143.83,completed,
O0001427,U005381,treatment,2026-07-13 21:52:39.210775584,94.04,completed,
O0001428,U005383,treatment,2026-07-13 00:32:32.439076093,101.21,completed,
O0001429,U005389,treatment,2026-07-07 01:04:49.064292704,118.18,completed,
O0001430,U005390,control,2026-07-13 10:52:58.970673954,92.74,completed,
O0001431,U005397,treatment,2026-07-12 06:43:34.266093742,128.32,completed,
O0001432,U005401,treatment,2026-07-09 02:16:17.427639344,93.68,completed,
O0001433,U005404,treatment,2026-07-05 18:06:59.515766465,58.0,completed,
O0001434,U005409,control,2026-07-13 01:23:41.115185978,42.69,completed,
O0001435,U005413,treatment,2026-07-10 09:15:19.485854118,78.67,completed,
O0001436,U005420,treatment,2026-07-09 04:54:44.486345690,76.51,completed,
O0001437,U005421,treatment,2026-07-02 05:38:55.459353552,85.3,completed,
O0001438,U005423,control,2026-07-08 04:36:44.366715432,36.48,completed,
O0001439,U005442,control,2026-07-07 01:06:23.141981206,47.35,completed,
O0001440,U005444,treatment,2026-07-10 14:24:02.228043208,160.84,completed,
O0001441,U005449,control,2026-07-06 01:25:48.382418326,99.47,completed,
O0001442,U005453,control,2026-07-01 21:09:11.297467606,92.87,completed,
O0001443,U005458,control,2026-07-15 00:40:29.117122688,72.0,completed,
O0001444,U005467,control,2026-07-13 23:59:51.900958195,71.93,completed,
O0001445,U005469,control,2026-07-14 20:16:55.903101604,100.31,completed,
O0001446,U005472,treatment,2026-07-07 19:08:16.467425474,129.24,completed,
O0001447,U005477,control,2026-07-07 06:16:14.299800742,141.38,completed,
O0001448,U005480,control,2026-07-02 21:16:04.735555646,88.75,completed,
O0001449,U005494,control,2026-07-07 19:27:09.713627506,120.79,completed,
O0001450,U005495,treatment,2026-07-07 23:00:02.037449576,50.79,completed,
O0001451,U005497,treatment,2026-07-11 09:37:19.307683080,74.26,completed,
O0001452,U005506,treatment,2026-07-12 19:08:28.018471632,80.43,completed,
O0001453,U005508,treatment,2026-07-05 03:16:55.186503362,69.2,completed,
O0001454,U005509,treatment,2026-07-14 13:18:06.118791402,93.13,completed,
O0001455,U005514,control,2026-07-10 03:00:48.520765554,183.08,completed,
O0001456,U005520,treatment,2026-07-08 15:44:41.725566936,78.57,completed,
O0001457,U005525,treatment,2026-07-10 17:16:37.458323600,110.25,completed,
O0001458,U005532,treatment,2026-07-14 03:46:03.698638824,129.92,completed,
O0001459,U005534,treatment,2026-07-14 22:12:15.552373746,61.36,completed,
O0001460,U005536,control,2026-07-13 10:32:43.574184237,88.71,completed,
O0001461,U005539,control,2026-07-06 02:03:20.693374878,77.21,completed,
O0001462,U005547,treatment,2026-07-11 02:16:07.418884782,82.47,completed,
O0001463,U005551,control,2026-07-10 21:42:42.779007322,89.73,completed,
O0001464,U005553,treatment,2026-07-02 18:04:55.913749318,100.63,completed,
O0001465,U005557,treatment,2026-07-12 08:58:11.203447100,85.95,completed,
O0001466,U005559,control,2026-07-14 02:13:36.748866774,89.18,completed,
O0001467,U005562,control,2026-07-14 18:23:36.957991710,92.7,completed,
O0001468,U005582,treatment,2026-07-13 03:36:24.670361172,95.23,cancelled,2026-07-17 03:36:24.670361172
O0001469,U005584,treatment,2026-07-04 14:28:55.551274970,76.66,completed,
O0001470,U005591,treatment,2026-07-02 23:41:43.894028922,94.0,completed,
O0001471,U005592,control,2026-07-03 09:35:03.656045426,120.13,completed,
O0001472,U005595,treatment,2026-07-07 03:26:53.884472560,154.35,completed,
O0001473,U005597,control,2026-07-08 21:31:31.389522412,219.98,completed,
O0001474,U005603,treatment,2026-07-07 04:59:30.529298898,72.81,refunded,2026-07-09 04:59:30.529298898
O0001475,U005612,control,2026-07-09 11:02:12.450129984,94.63,completed,
O0001476,U005614,control,2026-07-02 02:22:24.993632332,195.52,completed,
O0001477,U005616,control,2026-07-01 13:16:07.015788634,113.38,completed,
O0001478,U005617,control,2026-07-15 00:22:30.377319770,51.62,completed,
O0001479,U005631,treatment,2026-07-05 21:59:35.085006176,66.64,completed,
O0001480,U005632,treatment,2026-07-14 00:56:57.543573916,69.44,completed,
O0001481,U005644,control,2026-07-14 00:16:42.641552634,45.03,completed,
O0001482,U005654,control,2026-07-14 11:14:59.667908442,131.8,completed,
O0001483,U005655,treatment,2026-07-03 20:16:40.427422590,44.51,completed,
O0001484,U005660,treatment,2026-07-07 06:26:16.709517698,44.83,completed,
O0001485,U005665,control,2026-07-12 07:21:38.591872425,79.85,completed,
O0001486,U005667,treatment,2026-07-12 23:37:43.053573122,93.15,completed,
O0001487,U005671,treatment,2026-07-02 07:01:27.173806250,19.15,refunded,2026-07-08 07:01:27.173806250
O0001488,U005673,treatment,2026-07-09 05:08:17.775371738,92.64,completed,
O0001489,U005676,control,2026-07-04 16:30:43.816664052,151.69,completed,
O0001490,U005682,treatment,2026-07-15 00:44:18.337482674,166.98,completed,
O0001491,U005683,treatment,2026-07-13 21:04:51.823391054,89.53,cancelled,2026-07-15 21:04:51.823391054
O0001492,U005685,control,2026-07-14 22:55:57.178050914,89.16,completed,
O0001493,U005689,treatment,2026-07-13 11:07:53.455458936,79.87,completed,
O0001494,U005692,treatment,2026-07-08 12:04:01.444880586,126.0,refunded,2026-07-15 12:04:01.444880586
O0001495,U005694,treatment,2026-07-11 06:07:33.545162968,113.84,completed,
O0001496,U005695,control,2026-07-12 08:06:24.283265686,90.59,completed,
O0001497,U005700,control,2026-07-05 07:23:12.114644178,66.05,completed,
O0001498,U005701,treatment,2026-07-06 04:19:15.833700436,104.01,completed,
O0001499,U005703,treatment,2026-07-03 20:47:14.464245832,135.63,completed,
O0001500,U005710,control,2026-07-14 09:23:06.834990910,79.67,completed,
O0001501,U005721,control,2026-07-04 18:35:35.661069446,164.29,completed,
O0001502,U005730,treatment,2026-07-06 02:23:34.358182080,87.33,completed,
O0001503,U005732,treatment,2026-07-13 15:29:56.871194644,80.7,completed,
O0001504,U005734,treatment,2026-07-02 17:23:43.246117940,127.16,completed,
O0001505,U005744,control,2026-07-12 10:03:09.438088528,47.19,completed,
O0001506,U005745,control,2026-07-11 11:49:59.505002144,125.69,completed,
O0001507,U005751,control,2026-07-04 12:07:31.923783532,57.73,completed,
O0001508,U005752,control,2026-07-03 14:34:48.436151898,75.78,completed,
O0001509,U005754,treatment,2026-07-07 20:38:43.344117702,69.93,completed,
O0001510,U005758,treatment,2026-07-11 08:43:23.875195864,100.1,completed,
O0001511,U005765,control,2026-07-12 02:14:32.641862298,105.05,completed,
O0001512,U005767,control,2026-07-11 14:20:37.385185592,67.44,completed,
O0001513,U005773,control,2026-07-04 20:26:03.036955268,82.83,completed,
O0001514,U005774,control,2026-07-12 21:03:09.821709068,67.28,completed,
O0001515,U005779,control,2026-07-14 18:23:03.152841874,92.07,completed,
O0001516,U005784,treatment,2026-07-05 15:26:52.915747690,75.22,completed,
O0001517,U005789,control,2026-07-14 19:55:29.017510493,133.95,completed,
O0001518,U005790,treatment,2026-07-01 15:23:45.310597802,98.76,completed,
O0001519,U005791,treatment,2026-07-05 05:22:57.581422820,58.52,completed,
O0001520,U005801,control,2026-07-02 19:02:11.316952606,50.42,completed,
O0001521,U005802,control,2026-07-07 22:11:37.695795266,130.23,completed,
O0001522,U005804,control,2026-07-07 00:26:34.846119526,156.46,completed,
O0001523,U005812,treatment,2026-07-11 06:01:43.240495140,146.3,completed,
O0001524,U005813,treatment,2026-07-03 22:48:54.587786460,60.17,completed,
O0001525,U005816,control,2026-07-03 12:07:53.810933226,118.0,completed,
O0001526,U005828,treatment,2026-07-10 06:51:55.643839404,54.24,completed,
O0001527,U005829,treatment,2026-07-11 02:55:53.016343510,101.56,completed,
O0001528,U005833,control,2026-07-08 04:20:48.725433614,127.09,completed,
O0001529,U005849,treatment,2026-07-08 16:00:13.656338942,54.25,completed,
O0001530,U005853,treatment,2026-07-13 21:30:49.667187256,93.43,completed,
O0001531,U005861,control,2026-07-04 01:28:48.963694642,71.15,completed,
O0001532,U005866,control,2026-07-10 20:43:11.267475760,73.77,completed,
O0001533,U005867,treatment,2026-07-14 03:55:12.761027676,83.0,completed,
O0001534,U005868,control,2026-07-11 13:37:04.613421860,65.21,completed,
O0001535,U005869,control,2026-07-08 10:35:21.722324816,52.99,refunded,2026-07-12 10:35:21.722324816
O0001536,U005873,control,2026-07-03 03:07:41.638941126,162.78,completed,
O0001537,U005878,treatment,2026-07-10 13:43:01.787285012,129.9,completed,
O0001538,U005880,treatment,2026-07-04 19:16:41.799973864,128.34,completed,
O0001539,U005886,control,2026-07-11 23:07:37.916572180,93.47,completed,
O0001540,U005890,treatment,2026-07-15 00:11:06.590634462,121.42,completed,
O0001541,U005894,control,2026-07-12 20:53:52.773111432,68.83,completed,
O0001542,U005903,control,2026-07-07 09:40:20.593463924,113.91,completed,
O0001543,U005905,control,2026-07-12 00:10:31.357930326,78.2,completed,
O0001544,U005908,treatment,2026-07-10 00:51:56.613921036,74.88,completed,
O0001545,U005909,control,2026-07-14 03:30:15.305756654,135.02,completed,
O0001546,U005923,treatment,2026-07-13 19:48:38.540911288,181.71,completed,
O0001547,U005924,treatment,2026-07-08 21:50:48.563287380,65.04,completed,
O0001548,U005933,control,2026-07-14 10:21:05.712841079,62.53,completed,
O0001549,U005938,control,2026-07-15 00:44:58.035201440,62.17,completed,
O0001550,U005944,control,2026-07-12 22:50:42.880016562,36.85,completed,
O0001551,U005947,control,2026-07-07 06:37:14.303014250,105.89,completed,
O0001552,U005961,control,2026-07-08 17:50:45.908093116,123.28,completed,
O0001553,U005966,treatment,2026-07-05 12:29:35.306201420,75.7,refunded,2026-07-08 12:29:35.306201420
O0001554,U005969,control,2026-07-14 10:30:43.388962838,134.61,completed,
O0001555,U005974,control,2026-07-11 06:24:38.131767514,86.23,completed,
O0001556,U005979,control,2026-07-08 07:31:30.687147470,55.04,completed,
O0001557,U005988,control,2026-07-12 11:37:00.362365531,66.31,completed,
O0001558,U005991,control,2026-07-14 00:48:37.555149202,146.4,completed,
O0001559,U005993,treatment,2026-07-12 03:31:24.031296770,84.41,completed,
O0001560,U005995,control,2026-07-14 23:04:53.338327636,130.76,completed,
O0001561,U005999,control,2026-07-06 22:34:40.383592344,126.96,completed,
O0001562,U006000,treatment,2026-07-03 15:14:43.906207410,158.24,completed,
O0001563,U006002,control,2026-07-05 08:00:58.805206917,105.21,completed,
O0001564,U006003,control,2026-07-09 17:13:57.670206914,84.34,completed,
O0001565,U006016,treatment,2026-07-03 00:58:30.488291070,127.28,completed,
O0001566,U006020,treatment,2026-07-02 14:47:57.563635362,116.15,completed,
O0001567,U006024,control,2026-07-01 13:54:44.812079160,84.27,completed,
O0001568,U006025,control,2026-07-10 06:17:17.220596998,91.79,cancelled,2026-07-12 06:17:17.220596998
O0001569,U006033,control,2026-07-13 13:10:13.774032031,192.55,completed,
O0001570,U006035,control,2026-07-01 07:36:09.290832890,72.66,completed,
O0001571,U006038,treatment,2026-07-08 10:01:15.807120198,37.92,completed,
O0001572,U006039,treatment,2026-07-03 23:37:47.684374006,109.44,completed,
O0001573,U006045,treatment,2026-07-13 03:07:00.154006004,102.47,completed,
O0001574,U006052,control,2026-07-06 11:22:51.907041910,158.96,completed,
O0001575,U006053,treatment,2026-07-13 02:28:22.030076902,46.67,completed,
O0001576,U006059,treatment,2026-07-09 04:56:50.462152238,64.56,completed,
O0001577,U006062,control,2026-07-14 06:03:00.192526204,49.56,completed,
O0001578,U006080,treatment,2026-07-02 06:44:32.869491226,65.1,completed,
O0001579,U006081,treatment,2026-07-10 23:48:04.590159876,81.29,completed,
O0001580,U006093,treatment,2026-07-14 06:20:54.432950252,45.62,completed,
O0001581,U006098,control,2026-07-08 09:54:10.699242646,88.18,completed,
O0001582,U006105,treatment,2026-07-10 11:07:45.884913504,115.94,completed,
O0001583,U006109,treatment,2026-07-07 08:16:21.312809476,78.15,completed,
O0001584,U006116,control,2026-07-08 12:43:47.466635830,57.25,completed,
O0001585,U006121,control,2026-07-12 01:18:40.118199238,142.22,completed,
O0001586,U006123,control,2026-07-09 13:41:28.050211944,113.19,completed,
O0001587,U006125,treatment,2026-07-04 06:06:54.560879572,54.31,completed,
O0001588,U006130,control,2026-07-05 04:35:36.204428038,58.94,completed,
O0001589,U006133,control,2026-07-14 14:41:35.028644356,103.96,completed,
O0001590,U006136,treatment,2026-07-09 12:05:38.956203694,55.85,completed,
O0001591,U006146,control,2026-07-10 21:07:47.072134472,78.82,completed,
O0001592,U006153,treatment,2026-07-12 18:19:10.261064638,153.81,completed,
O0001593,U006167,treatment,2026-07-11 19:02:32.823367750,90.4,completed,
O0001594,U006168,treatment,2026-07-11 05:36:07.271359630,95.46,completed,
O0001595,U006173,control,2026-07-07 15:16:55.229622594,149.94,completed,
O0001596,U006178,control,2026-07-04 21:13:34.331541562,51.46,completed,
O0001597,U006183,treatment,2026-07-14 11:18:25.016358894,173.65,completed,
O0001598,U006190,treatment,2026-07-02 22:36:56.755105520,72.42,completed,
O0001599,U006191,treatment,2026-07-02 00:39:11.233366766,46.35,completed,
O0001600,U006192,control,2026-07-01 14:08:47.783304529,45.33,completed,
O0001601,U006193,treatment,2026-07-02 05:32:40.989326174,59.01,completed,
O0001602,U006194,control,2026-07-03 16:14:30.713941222,197.51,completed,
O0001603,U006195,control,2026-07-12 04:28:03.702136898,76.7,completed,
O0001604,U006201,control,2026-07-08 20:29:10.702347570,50.19,completed,
O0001605,U006204,treatment,2026-07-08 07:33:18.348202022,107.34,completed,
O0001606,U006205,treatment,2026-07-11 02:04:06.134255190,130.42,completed,
O0001607,U006215,control,2026-07-05 03:11:03.408140712,143.7,completed,
O0001608,U006216,control,2026-07-01 14:37:03.127133872,75.05,completed,
O0001609,U006217,treatment,2026-07-06 15:54:23.714480990,62.65,completed,
O0001610,U006218,control,2026-07-12 12:29:59.243917896,64.18,completed,
O0001611,U006219,control,2026-07-06 03:19:36.256989354,127.18,completed,
O0001612,U006227,treatment,2026-07-06 13:59:47.006227938,90.92,completed,
O0001613,U006229,control,2026-07-10 03:18:23.250687912,84.35,completed,
O0001614,U006236,treatment,2026-07-09 01:12:02.515696174,48.71,completed,
O0001615,U006240,control,2026-07-03 13:30:14.701924222,133.4,completed,
O0001616,U006243,control,2026-07-06 18:07:37.539809904,128.04,completed,
O0001617,U006250,control,2026-07-10 03:52:57.371976584,190.46,completed,
O0001618,U006253,treatment,2026-07-08 02:18:02.478451287,93.44,completed,
O0001619,U006254,control,2026-07-14 03:42:28.953437694,28.39,completed,
O0001620,U006255,treatment,2026-07-04 17:12:57.780870769,83.16,completed,
O0001621,U006263,control,2026-07-02 04:14:50.138132948,57.72,completed,
O0001622,U006264,control,2026-07-07 03:34:32.943350890,37.1,completed,
O0001623,U006274,control,2026-07-04 20:18:59.400105532,76.71,completed,
O0001624,U006279,treatment,2026-07-10 20:15:52.887265640,73.39,completed,
O0001625,U006283,treatment,2026-07-13 00:16:47.116299306,64.26,completed,
O0001626,U006285,treatment,2026-07-07 12:35:59.386125841,93.59,refunded,2026-07-12 12:35:59.386125841
O0001627,U006291,treatment,2026-07-10 13:03:27.709251806,100.24,completed,
O0001628,U006295,control,2026-07-10 21:32:19.815371172,100.55,completed,
O0001629,U006305,control,2026-07-05 20:37:04.178473850,142.74,completed,
O0001630,U006307,control,2026-07-08 18:59:03.576327240,237.12,completed,
O0001631,U006312,treatment,2026-07-06 12:03:01.164188566,117.97,completed,
O0001632,U006315,treatment,2026-07-14 01:33:12.470345895,82.37,completed,
O0001633,U006319,treatment,2026-07-06 10:00:04.840758382,112.97,completed,
O0001634,U006323,treatment,2026-07-09 18:03:14.912119914,57.49,completed,
O0001635,U006324,treatment,2026-07-08 11:04:42.286254124,57.58,completed,
O0001636,U006327,control,2026-07-10 18:05:40.519778794,118.39,completed,
O0001637,U006329,control,2026-07-13 22:58:39.597817040,82.39,completed,
O0001638,U006331,treatment,2026-07-08 21:54:55.997419204,200.88,completed,
O0001639,U006333,control,2026-07-15 00:25:47.702532812,72.38,completed,
O0001640,U006334,control,2026-07-08 00:32:37.506447216,85.77,completed,
O0001641,U006335,treatment,2026-07-02 01:10:29.424843806,172.74,completed,
O0001642,U006337,control,2026-07-04 05:46:34.502066568,56.99,completed,
O0001643,U006341,control,2026-07-13 22:51:30.211801900,123.76,completed,
O0001644,U006351,treatment,2026-07-10 09:21:15.039844001,106.35,completed,
O0001645,U006352,control,2026-07-05 22:45:17.479729854,117.52,completed,
O0001646,U006356,treatment,2026-07-14 02:49:07.590440652,81.73,completed,
O0001647,U006359,control,2026-07-11 00:23:31.493352526,129.13,cancelled,2026-07-15 00:23:31.493352526
O0001648,U006365,control,2026-07-06 11:00:21.263268528,53.75,completed,
O0001649,U006373,control,2026-07-13 18:10:10.006837826,60.92,completed,
O0001650,U006383,treatment,2026-07-15 00:06:20.475127740,72.29,completed,
O0001651,U006385,treatment,2026-07-07 20:54:25.554152538,83.3,completed,
O0001652,U006387,treatment,2026-07-11 10:30:54.445556556,148.53,completed,
O0001653,U006391,treatment,2026-07-12 05:15:53.817344342,107.91,completed,
O0001654,U006405,control,2026-07-13 20:02:32.941612056,62.11,completed,
O0001655,U006415,treatment,2026-07-13 01:31:58.541190824,48.67,completed,
O0001656,U006419,treatment,2026-07-13 19:22:55.557811162,132.48,completed,
O0001657,U006421,control,2026-07-15 00:11:09.871356896,138.47,completed,
O0001658,U006422,treatment,2026-07-06 04:35:46.725005624,65.16,completed,
O0001659,U006433,treatment,2026-07-14 20:39:26.260855418,121.06,completed,
O0001660,U006438,control,2026-07-13 15:50:51.605266008,55.25,completed,
O0001661,U006440,treatment,2026-07-08 16:18:27.233562818,67.69,completed,
O0001662,U006442,control,2026-07-09 04:00:27.082201686,132.15,completed,
O0001663,U006446,treatment,2026-07-02 17:25:26.900378890,61.57,completed,
O0001664,U006453,treatment,2026-07-10 15:06:34.741020780,46.88,completed,
O0001665,U006454,control,2026-07-06 05:54:24.065437584,99.84,completed,
O0001666,U006457,control,2026-07-09 02:30:46.201892845,88.55,completed,
O0001667,U006458,treatment,2026-07-02 16:17:42.248108160,47.58,completed,
O0001668,U006460,treatment,2026-07-14 10:42:01.666978364,133.26,completed,
O0001669,U006461,control,2026-07-08 18:18:03.120734048,93.68,completed,
O0001670,U006465,treatment,2026-07-09 19:33:37.123048252,53.42,completed,
O0001671,U006470,control,2026-07-13 15:49:49.809894048,52.35,completed,
O0001672,U006471,treatment,2026-07-13 04:00:00.450053044,74.55,completed,
O0001673,U006474,control,2026-07-02 01:10:06.867627762,93.65,completed,
O0001674,U006482,treatment,2026-07-01 22:13:42.571503206,124.17,cancelled,2026-07-03 22:13:42.571503206
O0001675,U006488,treatment,2026-07-07 05:11:33.034872114,40.12,completed,
O0001676,U006490,control,2026-07-05 03:27:18.747298208,86.77,completed,
O0001677,U006508,treatment,2026-07-13 14:28:58.116279150,69.13,completed,
O0001678,U006514,treatment,2026-07-02 08:09:25.067219658,77.87,completed,
O0001679,U006518,treatment,2026-07-13 16:01:42.157192294,96.59,completed,
O0001680,U006522,treatment,2026-07-13 06:37:42.246224738,122.15,completed,
O0001681,U006526,control,2026-07-09 13:32:16.923913444,101.62,completed,
O0001682,U006529,control,2026-07-15 00:12:03.928611344,44.79,completed,
O0001683,U006539,treatment,2026-07-10 03:51:02.875568210,53.08,completed,
O0001684,U006542,control,2026-07-07 14:29:11.532296666,153.7,completed,
O0001685,U006550,treatment,2026-07-13 22:37:38.687234952,150.78,completed,
O0001686,U006554,control,2026-07-10 02:37:55.195221426,109.99,completed,
O0001687,U006558,control,2026-07-12 23:44:55.015072506,86.94,completed,
O0001688,U006563,treatment,2026-07-02 09:52:35.741242746,51.1,completed,
O0001689,U006566,control,2026-07-14 05:52:22.088936848,295.72,completed,
O0001690,U006577,treatment,2026-07-10 05:01:03.003551834,75.7,completed,
O0001691,U006579,control,2026-07-08 16:28:18.055730526,76.45,completed,
O0001692,U006583,treatment,2026-07-10 10:37:33.637973733,90.12,completed,
O0001693,U006587,control,2026-07-12 04:08:15.795955482,120.1,completed,
O0001694,U006590,control,2026-07-12 12:20:59.788833434,43.61,completed,
O0001695,U006591,treatment,2026-07-09 04:46:53.793110532,73.67,completed,
O0001696,U006596,treatment,2026-07-12 20:15:09.511195490,76.25,completed,
O0001697,U006603,control,2026-07-12 12:28:38.273664898,56.71,completed,
O0001698,U006604,control,2026-07-05 15:02:30.013765870,89.12,completed,
O0001699,U006610,treatment,2026-07-10 17:49:45.320756078,68.34,completed,
O0001700,U006612,control,2026-07-12 10:01:01.574173150,31.72,completed,
O0001701,U006613,control,2026-07-07 13:06:17.869957199,100.92,cancelled,2026-07-12 13:06:17.869957199
O0001702,U006614,treatment,2026-07-13 11:12:01.974572138,71.7,completed,
O0001703,U006629,treatment,2026-07-04 04:05:49.842739392,103.98,refunded,2026-07-06 04:05:49.842739392
O0001704,U006631,control,2026-07-12 16:08:05.242115522,75.51,completed,
O0001705,U006633,control,2026-07-08 07:28:29.047548884,115.63,completed,
O0001706,U006650,control,2026-07-14 13:40:39.604351644,82.0,completed,
O0001707,U006654,control,2026-07-13 12:10:44.113582786,103.77,completed,
O0001708,U006662,control,2026-07-14 17:49:19.844325036,53.92,completed,
O0001709,U006663,control,2026-07-08 20:13:51.594509684,48.08,completed,
O0001710,U006666,control,2026-07-09 16:35:12.279262298,70.88,completed,
O0001711,U006667,treatment,2026-07-10 22:57:32.554068390,35.86,completed,
O0001712,U006670,control,2026-07-02 16:24:21.132627928,119.03,completed,
O0001713,U006674,control,2026-07-04 17:20:49.006168498,105.09,completed,
O0001714,U006676,treatment,2026-07-10 03:30:52.703608608,97.67,completed,
O0001715,U006679,control,2026-07-10 11:58:41.009109448,60.8,completed,
O0001716,U006686,treatment,2026-07-07 15:37:07.185761318,59.24,completed,
O0001717,U006689,control,2026-07-02 18:20:21.855221217,121.75,completed,
O0001718,U006694,treatment,2026-07-07 06:42:20.218472274,46.02,completed,
O0001719,U006695,control,2026-07-13 03:47:09.106404964,42.43,completed,
O0001720,U006696,treatment,2026-07-11 06:48:07.316697922,50.2,completed,
O0001721,U006701,control,2026-07-11 16:31:47.131273418,100.58,completed,
O0001722,U006703,treatment,2026-07-02 09:44:05.143872670,101.43,cancelled,2026-07-05 09:44:05.143872670
O0001723,U006709,treatment,2026-07-09 17:03:39.784751082,103.73,refunded,2026-07-14 17:03:39.784751082
O0001724,U006710,control,2026-07-14 23:34:17.679471046,168.89,refunded,2026-07-18 23:34:17.679471046
O0001725,U006711,treatment,2026-07-11 04:35:21.051968588,74.21,completed,
O0001726,U006712,control,2026-07-06 11:22:22.667894278,92.39,completed,
O0001727,U006716,control,2026-07-02 13:02:32.691780316,49.05,completed,
O0001728,U006717,treatment,2026-07-03 17:51:36.995487428,268.2,completed,
O0001729,U006718,treatment,2026-07-10 21:15:54.509171726,91.74,completed,
O0001730,U006722,control,2026-07-05 09:31:22.595599336,89.81,completed,
O0001731,U006724,treatment,2026-07-12 03:38:42.565007664,76.75,completed,
O0001732,U006725,control,2026-07-07 18:13:52.674187716,181.83,completed,
O0001733,U006726,treatment,2026-07-13 22:15:27.243142652,72.64,completed,
O0001734,U006729,control,2026-07-03 07:41:42.866245796,39.2,completed,
O0001735,U006730,control,2026-07-04 16:00:28.396717414,55.4,completed,
O0001736,U006731,control,2026-07-14 17:53:09.900574612,66.12,completed,
O0001737,U006736,control,2026-07-05 14:32:13.052026144,85.03,completed,
O0001738,U006744,control,2026-07-10 04:02:54.251550782,80.24,completed,
O0001739,U006746,treatment,2026-07-14 20:09:52.262500788,210.13,completed,
O0001740,U006754,control,2026-07-13 20:43:32.399941780,127.56,completed,
O0001741,U006757,treatment,2026-07-15 00:26:06.491061492,72.78,completed,
O0001742,U006760,control,2026-07-04 23:07:26.835299970,73.06,completed,
O0001743,U006761,control,2026-07-14 04:24:50.812395828,85.22,completed,
O0001744,U006770,control,2026-07-14 10:26:18.202653362,156.84,completed,
O0001745,U006773,treatment,2026-07-14 17:47:08.600967916,43.66,completed,
O0001746,U006780,control,2026-07-13 08:55:45.428599476,124.11,completed,
O0001747,U006789,control,2026-07-05 08:28:57.788627624,59.12,completed,
O0001748,U006792,treatment,2026-07-03 03:58:55.161732408,109.58,completed,
O0001749,U006794,treatment,2026-07-03 02:31:31.322633238,112.94,completed,
O0001750,U006796,control,2026-07-10 08:12:05.765591098,208.76,completed,
O0001751,U006800,control,2026-07-10 18:31:19.983902104,48.49,completed,
O0001752,U006804,control,2026-07-14 10:04:43.779749506,79.57,completed,
O0001753,U006814,control,2026-07-09 15:55:54.331178278,104.18,completed,
O0001754,U006815,control,2026-07-08 23:23:54.966080144,92.54,completed,
O0001755,U006819,control,2026-07-10 12:16:02.826106628,76.51,completed,
O0001756,U006828,control,2026-07-12 13:33:23.027596056,143.82,completed,
O0001757,U006832,control,2026-07-12 23:00:53.804794190,67.17,completed,
O0001758,U006834,treatment,2026-07-13 16:21:16.670738756,91.26,completed,
O0001759,U006836,control,2026-07-15 00:27:53.371169186,55.38,completed,
O0001760,U006840,treatment,2026-07-11 12:29:59.963696376,93.25,completed,
O0001761,U006842,treatment,2026-07-09 04:11:15.306381410,53.19,completed,
O0001762,U006850,control,2026-07-05 22:46:44.698291117,125.64,completed,
O0001763,U006853,treatment,2026-07-02 23:45:16.107740638,43.88,completed,
O0001764,U006864,control,2026-07-04 07:54:34.192741920,78.92,completed,
O0001765,U006865,control,2026-07-05 21:29:01.181459290,144.88,completed,
O0001766,U006866,control,2026-07-07 21:23:14.489326852,48.66,completed,
O0001767,U006870,treatment,2026-07-01 04:08:17.824239000,87.12,completed,
O0001768,U006875,treatment,2026-07-13 06:02:10.991210004,89.92,completed,
O0001769,U006877,treatment,2026-07-13 05:04:02.226640408,55.04,completed,
O0001770,U006887,control,2026-07-09 16:59:09.017349418,183.95,completed,
O0001771,U006892,control,2026-07-04 05:44:09.294075892,90.2,refunded,2026-07-11 05:44:09.294075892
O0001772,U006893,control,2026-07-05 22:09:53.534883678,52.93,completed,
O0001773,U006897,control,2026-07-11 01:38:28.564373670,74.25,completed,
O0001774,U006899,treatment,2026-07-14 09:41:01.510003426,128.0,completed,
O0001775,U006900,control,2026-07-14 18:13:00.419106462,49.14,completed,
O0001776,U006902,treatment,2026-07-11 08:00:10.964714706,70.97,completed,
