event_id,user_id,event_date,event_type,traffic_source
1151,378,2026-05-21,purchase,email
1152,454,2026-03-10,purchase,paid_search
1153,191,2026-05-10,add_to_cart,social
1154,891,2026-04-19,view_product,organic
1155,440,2026-04-13,view_product,email
1156,187,2026-03-14,view_product,social
1157,831,2026-03-15,purchase,social
1158,367,2026-03-16,checkout,social
1159,89,2026-03-02,view_product,email
1160,187,2026-03-30,view_product,social
1161,819,2026-03-30,view_product,social
1162,946,2026-05-21,view_product,paid_search
1163,132,2026-03-31,add_to_cart,paid_search
1164,872,2026-05-16,view_product,email
1165,635,2026-03-20,view_product,email
1166,560,2026-04-18,view_product,organic
1167,800,2026-04-04,view_product,social
1168,376,2026-03-23,purchase,paid_search
1169,691,2026-04-30,view_product,paid_search
1170,692,2026-05-23,checkout,social
1171,99,2026-04-24,view_product,social
1172,842,2026-05-06,view_product,email
1173,34,2026-03-08,add_to_cart,organic
1174,932,2026-04-09,add_to_cart,organic
1175,582,2026-04-28,add_to_cart,email
1176,171,2026-04-01,view_product,email
1177,366,2026-03-07,view_product,paid_search
1178,784,2026-03-02,add_to_cart,email
1179,59,2026-05-24,view_product,organic
1180,181,2026-03-06,view_product,paid_search
1181,19,2026-04-05,add_to_cart,organic
1182,226,2026-04-01,view_product,social
1183,473,2026-04-14,view_product,organic
1184,95,2026-04-11,view_product,paid_search
1185,881,2026-04-22,purchase,organic
1186,297,2026-03-09,view_product,paid_search
1187,593,2026-05-14,checkout,paid_search
1188,175,2026-05-26,view_product,email
1189,222,2026-05-14,add_to_cart,organic
1190,615,2026-04-18,view_product,email
1191,54,2026-03-02,view_product,email
1192,695,2026-05-06,checkout,organic
1193,863,2026-03-11,checkout,paid_search
1194,403,2026-04-19,add_to_cart,social
1195,318,2026-04-04,checkout,organic
1196,867,2026-03-15,view_product,email
1197,349,2026-05-14,view_product,email
1198,443,2026-03-31,view_product,paid_search
1199,833,2026-05-01,checkout,email
1200,580,2026-03-28,view_product,social
1201,540,2026-03-25,purchase,email
1202,786,2026-05-23,view_product,paid_search
1203,282,2026-03-25,add_to_cart,organic
1204,360,2026-05-14,view_product,paid_search
1205,915,2026-05-22,view_product,email
1206,823,2026-03-01,add_to_cart,paid_search
1207,631,2026-04-28,view_product,email
1208,892,2026-05-08,purchase,paid_search
1209,953,2026-05-13,add_to_cart,organic
1210,646,2026-04-11,add_to_cart,email
1211,641,2026-04-03,checkout,social
1212,8,2026-05-05,add_to_cart,social
1213,993,2026-03-18,add_to_cart,social
1214,563,2026-05-16,view_product,social
1215,491,2026-03-05,view_product,email
1216,341,2026-03-20,add_to_cart,email
1217,472,2026-05-05,checkout,organic
1218,793,2026-05-14,view_product,paid_search
1219,687,2026-05-01,view_product,email
1220,695,2026-04-01,add_to_cart,social
1221,704,2026-04-27,view_product,email
1222,249,2026-04-19,add_to_cart,social
1223,235,2026-04-07,add_to_cart,organic
1224,83,2026-04-24,view_product,paid_search
1225,93,2026-03-28,checkout,email
1226,885,2026-05-13,view_product,paid_search
1227,394,2026-05-25,add_to_cart,social
1228,824,2026-05-20,view_product,social
1229,268,2026-03-22,view_product,paid_search
1230,417,2026-04-12,checkout,organic
1231,632,2026-05-22,view_product,paid_search
1232,583,2026-05-20,view_product,paid_search
1233,529,2026-05-27,view_product,email
1234,253,2026-04-05,view_product,email
1235,957,2026-04-21,view_product,social
1236,122,2026-04-05,view_product,email
1237,892,2026-03-28,purchase,organic
1238,10,2026-05-17,add_to_cart,organic
1239,799,2026-04-27,view_product,organic
1240,316,2026-04-05,add_to_cart,social
1241,838,2026-05-09,view_product,organic
1242,273,2026-03-09,view_product,organic
1243,306,2026-03-21,view_product,email
1244,805,2026-05-03,view_product,social
1245,210,2026-05-15,checkout,paid_search
1246,958,2026-04-30,view_product,organic
1247,730,2026-04-09,checkout,email
1248,753,2026-04-25,view_product,paid_search
1249,886,2026-03-04,view_product,organic
1250,464,2026-03-31,add_to_cart,paid_search
1251,712,2026-03-27,add_to_cart,paid_search
1252,728,2026-04-27,view_product,social
1253,717,2026-03-25,view_product,social
1254,925,2026-05-08,view_product,organic
1255,416,2026-05-09,purchase,organic
1256,216,2026-03-05,view_product,social
1257,80,2026-03-08,view_product,organic
1258,779,2026-03-09,checkout,organic
1259,480,2026-03-15,view_product,social
1260,902,2026-03-07,view_product,paid_search
1261,891,2026-05-11,view_product,organic
1262,547,2026-03-15,add_to_cart,email
1263,801,2026-04-06,view_product,social
1264,18,2026-05-22,view_product,organic
1265,165,2026-04-08,checkout,organic
1266,525,2026-03-06,view_product,social
1267,202,2026-05-22,view_product,email
1268,741,2026-04-26,view_product,email
1269,346,2026-05-20,add_to_cart,social
1270,366,2026-03-19,checkout,email
1271,977,2026-05-02,view_product,organic
1272,448,2026-03-31,view_product,email
1273,513,2026-05-14,view_product,organic
1274,319,2026-05-18,view_product,paid_search
1275,217,2026-03-10,add_to_cart,email
1276,34,2026-05-26,view_product,paid_search
1277,871,2026-05-06,view_product,social
1278,266,2026-05-01,view_product,email
1279,640,2026-03-03,view_product,organic
1280,724,2026-03-18,add_to_cart,email
1281,775,2026-03-25,view_product,social
1282,824,2026-03-20,purchase,social
1283,80,2026-04-27,view_product,organic
1284,677,2026-05-25,purchase,email
1285,413,2026-04-19,view_product,paid_search
1286,252,2026-05-18,add_to_cart,social
1287,12,2026-03-10,view_product,social
1288,401,2026-03-21,add_to_cart,organic
1289,816,2026-03-29,view_product,email
1290,724,2026-03-10,view_product,paid_search
1291,282,2026-03-13,add_to_cart,email
1292,112,2026-04-16,add_to_cart,email
1293,723,2026-03-23,add_to_cart,paid_search
1294,378,2026-04-19,view_product,organic
1295,751,2026-05-26,view_product,social
1296,268,2026-03-04,add_to_cart,organic
1297,917,2026-05-06,view_product,organic
1298,298,2026-05-24,view_product,email
1299,317,2026-04-22,view_product,paid_search
1300,570,2026-03-02,view_product,social
1301,509,2026-05-07,view_product,email
1302,950,2026-05-04,add_to_cart,social
1303,546,2026-05-18,checkout,email
1304,775,2026-04-26,view_product,paid_search
1305,365,2026-05-09,purchase,social
1306,547,2026-03-07,add_to_cart,social
1307,271,2026-03-19,checkout,organic
1308,961,2026-04-13,checkout,email
1309,474,2026-05-02,add_to_cart,email
1310,739,2026-05-04,view_product,email
1311,537,2026-04-08,view_product,organic
1312,234,2026-05-22,view_product,organic
1313,59,2026-03-26,purchase,social
1314,251,2026-04-13,purchase,email
1315,847,2026-03-12,add_to_cart,email
1316,86,2026-03-22,checkout,social
1317,763,2026-05-16,checkout,social
1318,390,2026-03-14,view_product,social
1319,180,2026-05-25,add_to_cart,paid_search
1320,719,2026-03-30,view_product,paid_search
1321,856,2026-04-13,view_product,social
1322,149,2026-05-23,view_product,organic
1323,583,2026-04-07,view_product,organic
1324,121,2026-04-28,add_to_cart,email
1325,765,2026-04-11,view_product,paid_search
1326,605,2026-04-21,checkout,paid_search
1327,256,2026-05-02,view_product,social
1328,766,2026-04-30,view_product,social
1329,864,2026-04-03,checkout,social
1330,800,2026-04-08,add_to_cart,social
1331,309,2026-04-10,view_product,social
1332,59,2026-04-06,view_product,organic
1333,69,2026-05-04,view_product,organic
1334,446,2026-05-18,purchase,social
1335,388,2026-04-01,add_to_cart,organic
1336,86,2026-03-08,view_product,social
1337,786,2026-03-18,view_product,social
1338,227,2026-04-14,checkout,paid_search
1339,593,2026-04-02,add_to_cart,organic
1340,626,2026-03-05,checkout,organic
1341,184,2026-05-21,view_product,paid_search
1342,792,2026-05-13,checkout,organic
1343,322,2026-04-05,add_to_cart,paid_search
1344,909,2026-03-23,add_to_cart,email
1345,318,2026-04-09,view_product,organic
1346,566,2026-03-05,checkout,social
1347,399,2026-04-03,add_to_cart,paid_search
1348,709,2026-03-24,checkout,social
1349,899,2026-03-17,view_product,social
1350,293,2026-05-10,view_product,organic
1351,293,2026-05-20,view_product,paid_search
1352,485,2026-03-22,view_product,email
1353,899,2026-03-15,view_product,social
1354,447,2026-03-15,view_product,social
1355,803,2026-03-25,view_product,email
1356,692,2026-04-22,checkout,paid_search
1357,983,2026-03-21,view_product,organic
1358,892,2026-05-05,view_product,social
1359,412,2026-04-01,checkout,organic
1360,508,2026-03-21,add_to_cart,paid_search
1361,734,2026-05-07,add_to_cart,email
1362,786,2026-04-13,view_product,organic
1363,890,2026-05-22,view_product,paid_search
1364,244,2026-05-05,view_product,organic
1365,420,2026-05-29,view_product,organic
1366,929,2026-03-14,purchase,social
1367,960,2026-03-15,add_to_cart,organic
1368,154,2026-03-20,view_product,social
1369,816,2026-04-03,add_to_cart,paid_search
1370,424,2026-04-05,view_product,paid_search
1371,273,2026-05-22,view_product,social
1372,936,2026-03-09,checkout,email
1373,647,2026-05-10,view_product,organic
1374,825,2026-03-30,purchase,paid_search
1375,520,2026-05-16,view_product,paid_search
1376,128,2026-05-02,add_to_cart,email
1377,373,2026-04-04,view_product,paid_search
1378,568,2026-03-13,view_product,social
1379,638,2026-05-18,add_to_cart,email
1380,159,2026-04-15,purchase,paid_search
1381,571,2026-04-25,add_to_cart,email
1382,570,2026-03-09,add_to_cart,email
1383,652,2026-05-26,purchase,paid_search
1384,176,2026-04-05,view_product,paid_search
1385,927,2026-03-03,view_product,paid_search
1386,620,2026-03-19,view_product,email
1387,211,2026-03-28,add_to_cart,social
1388,447,2026-03-23,checkout,social
1389,586,2026-03-07,add_to_cart,organic
1390,167,2026-05-15,checkout,paid_search
1391,460,2026-03-14,add_to_cart,social
1392,916,2026-04-15,view_product,organic
1393,357,2026-03-15,view_product,organic
1394,304,2026-05-06,purchase,paid_search
1395,233,2026-03-15,view_product,organic
1396,327,2026-04-20,view_product,social
1397,884,2026-05-27,view_product,organic
1398,182,2026-03-08,view_product,organic
1399,634,2026-05-08,add_to_cart,social
1400,334,2026-05-01,view_product,organic
1401,715,2026-04-20,checkout,organic
1402,967,2026-05-02,view_product,email
1403,29,2026-05-07,add_to_cart,organic
1404,714,2026-05-17,add_to_cart,organic
1405,93,2026-03-16,add_to_cart,email
1406,841,2026-05-23,checkout,email
1407,868,2026-03-24,view_product,email
1408,688,2026-03-06,view_product,paid_search
1409,330,2026-04-26,view_product,paid_search
1410,723,2026-03-31,checkout,social
1411,184,2026-03-06,purchase,organic
1412,95,2026-05-18,view_product,social
1413,785,2026-03-29,add_to_cart,paid_search
1414,649,2026-05-06,view_product,organic
1415,749,2026-05-14,view_product,organic
1416,353,2026-03-03,add_to_cart,email
1417,930,2026-03-28,view_product,paid_search
1418,941,2026-05-13,view_product,organic
1419,984,2026-04-17,add_to_cart,email
1420,265,2026-05-19,add_to_cart,organic
1421,647,2026-03-10,view_product,paid_search
1422,656,2026-04-02,add_to_cart,social
1423,19,2026-05-06,view_product,social
1424,743,2026-05-08,view_product,organic
1425,646,2026-03-12,add_to_cart,email
1426,626,2026-04-26,view_product,email
1427,499,2026-04-13,view_product,email
1428,139,2026-03-13,view_product,paid_search
1429,637,2026-03-24,checkout,social
1430,716,2026-04-13,view_product,social
1431,573,2026-04-26,view_product,organic
1432,762,2026-03-16,view_product,social
1433,810,2026-03-21,view_product,email
1434,525,2026-05-15,add_to_cart,paid_search
1435,908,2026-04-20,view_product,email
1436,255,2026-03-21,checkout,email
1437,85,2026-04-29,add_to_cart,social
1438,458,2026-04-20,add_to_cart,paid_search
1439,532,2026-03-21,view_product,paid_search
1440,562,2026-03-06,view_product,email
1441,676,2026-05-12,view_product,organic
1442,92,2026-05-04,view_product,social
1443,600,2026-05-15,view_product,organic
1444,69,2026-04-27,add_to_cart,email
1445,37,2026-05-17,view_product,social
1446,765,2026-03-06,view_product,organic
1447,764,2026-05-04,view_product,organic
1448,140,2026-05-25,view_product,organic
1449,867,2026-04-03,checkout,social
1450,893,2026-04-25,view_product,organic
1451,680,2026-05-14,checkout,paid_search
1452,566,2026-03-03,add_to_cart,email
1453,898,2026-04-11,checkout,social
1454,178,2026-05-01,view_product,paid_search
1455,809,2026-03-06,purchase,organic
1456,813,2026-03-06,view_product,email
1457,871,2026-05-02,add_to_cart,organic
1458,618,2026-03-20,view_product,paid_search
1459,137,2026-03-21,view_product,organic
1460,190,2026-03-02,add_to_cart,social
1461,640,2026-05-29,add_to_cart,paid_search
1462,342,2026-05-29,view_product,social
1463,559,2026-04-25,view_product,email
1464,5,2026-03-10,add_to_cart,social
1465,972,2026-05-26,view_product,social
1466,257,2026-05-09,view_product,organic
1467,812,2026-03-23,purchase,organic
1468,662,2026-03-30,purchase,paid_search
1469,806,2026-05-17,checkout,email
1470,243,2026-04-06,checkout,paid_search
1471,787,2026-04-24,view_product,email
1472,720,2026-04-18,purchase,email
1473,415,2026-04-03,view_product,social
1474,627,2026-04-13,view_product,organic
1475,707,2026-03-22,checkout,email
1476,343,2026-03-31,view_product,organic
1477,682,2026-03-07,view_product,email
1478,379,2026-03-21,view_product,organic
1479,594,2026-03-16,view_product,paid_search
1480,666,2026-03-20,add_to_cart,organic
1481,653,2026-04-12,view_product,social
1482,826,2026-04-13,view_product,email
1483,146,2026-04-16,view_product,social
1484,323,2026-03-19,view_product,email
1485,122,2026-04-17,view_product,social
1486,252,2026-05-18,purchase,email
1487,855,2026-05-08,view_product,organic
1488,899,2026-03-11,checkout,email
1489,311,2026-05-18,view_product,social
1490,601,2026-03-29,view_product,social
1491,475,2026-04-14,view_product,email
1492,570,2026-05-07,view_product,email
1493,492,2026-04-05,view_product,paid_search
1494,575,2026-04-17,view_product,paid_search
1495,347,2026-05-26,view_product,organic
1496,820,2026-03-15,view_product,organic
1497,487,2026-04-13,add_to_cart,organic
1498,473,2026-05-06,purchase,organic
1499,382,2026-05-13,view_product,organic
1500,280,2026-04-09,add_to_cart,email
1501,72,2026-05-25,add_to_cart,paid_search
1502,521,2026-03-14,view_product,email
1503,366,2026-05-02,checkout,paid_search
1504,933,2026-05-20,purchase,paid_search
1505,94,2026-05-24,view_product,social
1506,373,2026-04-20,add_to_cart,social
1507,339,2026-05-18,add_to_cart,paid_search
1508,437,2026-04-27,view_product,email
1509,336,2026-03-15,view_product,paid_search
1510,664,2026-05-04,purchase,organic
1511,492,2026-05-27,add_to_cart,email
1512,917,2026-04-24,view_product,email
1513,868,2026-05-15,view_product,paid_search
1514,40,2026-03-10,purchase,organic
1515,359,2026-04-11,view_product,paid_search
1516,574,2026-03-11,add_to_cart,organic
1517,254,2026-03-16,view_product,email
1518,966,2026-05-12,view_product,paid_search
1519,581,2026-05-17,view_product,organic
1520,398,2026-03-19,view_product,social
1521,757,2026-03-31,view_product,email
1522,877,2026-05-12,add_to_cart,email
1523,170,2026-04-22,add_to_cart,social
1524,690,2026-05-29,view_product,organic
1525,701,2026-03-08,add_to_cart,email
1526,511,2026-03-24,view_product,organic
1527,260,2026-03-08,view_product,social
1528,584,2026-05-22,view_product,paid_search
1529,984,2026-04-17,view_product,email
1530,459,2026-03-30,purchase,email
1531,529,2026-04-27,add_to_cart,organic
1532,882,2026-05-25,view_product,email
1533,341,2026-04-24,add_to_cart,paid_search
1534,57,2026-05-12,view_product,social
1535,218,2026-05-01,view_product,email
1536,619,2026-04-17,view_product,social
1537,816,2026-03-04,add_to_cart,organic
1538,940,2026-04-06,view_product,paid_search
1539,685,2026-03-08,checkout,email
1540,731,2026-03-01,view_product,social
1541,464,2026-05-09,view_product,paid_search
1542,247,2026-04-16,purchase,social
1543,730,2026-05-14,view_product,organic
1544,373,2026-03-05,checkout,paid_search
1545,417,2026-04-19,checkout,paid_search
1546,31,2026-03-24,purchase,organic
1547,368,2026-04-16,view_product,organic
1548,559,2026-03-18,view_product,email
1549,646,2026-05-23,add_to_cart,organic
1550,108,2026-03-28,add_to_cart,organic
1551,584,2026-05-16,add_to_cart,social
1552,839,2026-03-05,view_product,paid_search
1553,418,2026-03-30,view_product,social
1554,620,2026-03-01,view_product,organic
1555,821,2026-05-25,view_product,email
1556,398,2026-05-21,view_product,social
1557,272,2026-04-15,view_product,social
1558,683,2026-05-08,view_product,paid_search
1559,116,2026-03-31,add_to_cart,paid_search
1560,841,2026-05-09,add_to_cart,paid_search
1561,586,2026-04-25,view_product,email
1562,256,2026-05-28,view_product,email
1563,81,2026-03-28,add_to_cart,organic
1564,780,2026-03-16,view_product,organic
1565,128,2026-04-23,checkout,paid_search
1566,838,2026-04-22,add_to_cart,social
1567,915,2026-03-12,checkout,paid_search
1568,235,2026-03-20,add_to_cart,organic
1569,553,2026-05-21,view_product,social
1570,181,2026-04-03,add_to_cart,organic
1571,157,2026-04-22,view_product,email
1572,454,2026-05-03,view_product,paid_search
1573,571,2026-03-23,view_product,paid_search
1574,857,2026-03-27,view_product,social
1575,761,2026-03-17,view_product,paid_search
1576,704,2026-04-17,view_product,organic
1577,24,2026-03-21,add_to_cart,organic
1578,473,2026-04-19,purchase,email
1579,400,2026-04-09,view_product,organic
1580,948,2026-03-03,view_product,social
1581,592,2026-03-17,view_product,organic
1582,134,2026-04-30,purchase,email
1583,421,2026-04-19,view_product,email
1584,213,2026-05-29,checkout,paid_search
1585,900,2026-05-26,view_product,social
1586,482,2026-03-06,checkout,organic
1587,348,2026-03-28,view_product,email
1588,166,2026-05-11,view_product,organic
1589,937,2026-04-24,view_product,email
1590,348,2026-04-27,view_product,paid_search
1591,849,2026-04-14,checkout,email
1592,398,2026-05-11,add_to_cart,paid_search
1593,583,2026-03-19,view_product,social
1594,726,2026-03-29,purchase,organic
1595,435,2026-03-23,view_product,organic
1596,577,2026-04-01,purchase,paid_search
1597,221,2026-03-10,view_product,social
1598,308,2026-04-18,checkout,paid_search
1599,991,2026-05-04,view_product,email
1600,798,2026-03-29,view_product,paid_search
1601,697,2026-04-28,view_product,social
1602,719,2026-04-14,view_product,email
1603,466,2026-05-06,add_to_cart,organic
1604,99,2026-04-20,view_product,organic
1605,242,2026-03-11,purchase,organic
1606,158,2026-05-25,purchase,social
1607,610,2026-05-21,purchase,social
1608,554,2026-03-06,purchase,social
1609,651,2026-05-06,add_to_cart,social
1610,795,2026-05-01,purchase,social
1611,920,2026-03-05,checkout,email
1612,227,2026-03-09,view_product,paid_search
1613,423,2026-03-28,add_to_cart,organic
1614,72,2026-05-22,checkout,social
1615,243,2026-05-16,add_to_cart,organic
1616,530,2026-04-07,view_product,social
1617,589,2026-04-12,view_product,organic
1618,45,2026-03-21,checkout,paid_search
1619,472,2026-05-01,purchase,organic
1620,371,2026-04-15,view_product,organic
1621,855,2026-05-09,view_product,social
1622,652,2026-04-07,view_product,email
1623,689,2026-04-18,add_to_cart,email
1624,734,2026-05-14,view_product,organic
1625,927,2026-05-20,add_to_cart,email
1626,92,2026-04-08,purchase,paid_search
1627,22,2026-05-10,add_to_cart,paid_search
1628,172,2026-03-30,view_product,email
1629,604,2026-03-21,purchase,email
1630,192,2026-03-01,add_to_cart,paid_search
1631,77,2026-05-28,view_product,email
1632,281,2026-04-01,view_product,email
1633,364,2026-03-08,add_to_cart,social
1634,179,2026-05-08,checkout,social
1635,238,2026-03-30,purchase,email
1636,135,2026-03-08,view_product,email
1637,877,2026-03-19,view_product,social
1638,902,2026-04-28,view_product,social
1639,280,2026-04-24,add_to_cart,email
1640,19,2026-03-30,add_to_cart,social
1641,595,2026-05-18,view_product,paid_search
1642,740,2026-04-05,view_product,organic
1643,371,2026-04-24,purchase,paid_search
1644,777,2026-04-13,checkout,social
1645,112,2026-03-27,view_product,paid_search
1646,763,2026-05-16,add_to_cart,organic
1647,676,2026-05-17,add_to_cart,social
1648,870,2026-04-23,view_product,paid_search
1649,680,2026-04-17,view_product,paid_search
1650,221,2026-03-30,view_product,organic
1651,920,2026-04-08,view_product,social
1652,304,2026-03-13,add_to_cart,email
1653,703,2026-03-16,view_product,social
1654,325,2026-04-13,view_product,organic
1655,437,2026-05-10,view_product,organic
1656,438,2026-03-27,view_product,organic
1657,170,2026-04-14,add_to_cart,organic
1658,375,2026-04-04,view_product,email
1659,557,2026-05-18,view_product,social
1660,381,2026-03-28,purchase,social
1661,986,2026-03-07,view_product,paid_search
1662,14,2026-05-01,add_to_cart,email
1663,743,2026-04-20,view_product,email
1664,669,2026-04-15,checkout,paid_search
1665,500,2026-03-20,checkout,paid_search
1666,646,2026-04-07,view_product,social
1667,391,2026-04-30,add_to_cart,social
1668,549,2026-04-01,view_product,social
1669,565,2026-03-26,purchase,email
1670,530,2026-04-27,view_product,email
1671,983,2026-04-08,checkout,paid_search
1672,492,2026-03-20,view_product,organic
1673,550,2026-05-21,add_to_cart,organic
1674,699,2026-04-19,purchase,organic
1675,385,2026-05-18,checkout,organic
1676,196,2026-04-21,view_product,organic
1677,755,2026-05-25,view_product,social
1678,300,2026-03-22,view_product,paid_search
1679,815,2026-04-22,view_product,organic
1680,547,2026-05-24,view_product,organic
1681,727,2026-05-05,view_product,organic
1682,731,2026-04-12,view_product,social
1683,828,2026-05-21,view_product,organic
1684,602,2026-03-23,view_product,paid_search
1685,308,2026-05-16,view_product,social
1686,252,2026-05-03,view_product,social
1687,8,2026-03-09,add_to_cart,email
1688,768,2026-03-07,view_product,email
1689,875,2026-04-10,view_product,social
1690,208,2026-04-23,view_product,organic
1691,937,2026-05-04,view_product,organic
1692,131,2026-03-02,add_to_cart,organic
1693,736,2026-03-04,view_product,organic
1694,709,2026-05-17,view_product,email
1695,980,2026-04-01,checkout,paid_search
1696,654,2026-03-02,purchase,social
1697,764,2026-05-03,view_product,organic
1698,608,2026-03-14,view_product,email
1699,26,2026-03-20,view_product,paid_search
1700,623,2026-05-28,view_product,social
1701,454,2026-04-18,view_product,social
1702,635,2026-03-08,add_to_cart,social
1703,186,2026-05-02,view_product,organic
1704,484,2026-04-15,checkout,social
1705,680,2026-03-21,view_product,organic
1706,51,2026-05-26,view_product,paid_search
1707,891,2026-04-01,add_to_cart,email
1708,5,2026-03-08,view_product,email
1709,589,2026-03-16,view_product,email
1710,160,2026-04-09,view_product,social
1711,208,2026-03-27,view_product,email
1712,257,2026-03-18,view_product,paid_search
1713,205,2026-04-04,view_product,organic
1714,767,2026-04-21,view_product,email
1715,950,2026-03-15,view_product,organic
1716,11,2026-05-02,purchase,organic
1717,949,2026-04-22,view_product,email
1718,8,2026-05-20,view_product,email
1719,409,2026-05-05,purchase,email
1720,936,2026-03-31,add_to_cart,social
1721,32,2026-04-30,view_product,email
1722,984,2026-05-03,view_product,social
1723,540,2026-04-03,add_to_cart,paid_search
1724,718,2026-04-24,view_product,organic
1725,387,2026-04-28,add_to_cart,paid_search
1726,228,2026-03-03,purchase,email
1727,640,2026-03-17,view_product,organic
1728,767,2026-05-17,view_product,email
1729,475,2026-05-17,add_to_cart,email
1730,724,2026-04-15,view_product,organic
1731,751,2026-04-07,view_product,paid_search
1732,207,2026-04-04,view_product,email
1733,318,2026-03-01,add_to_cart,organic
1734,795,2026-03-29,add_to_cart,paid_search
1735,757,2026-03-04,purchase,social
1736,557,2026-04-30,checkout,paid_search
1737,617,2026-03-17,view_product,paid_search
1738,348,2026-03-28,add_to_cart,organic
1739,793,2026-04-19,view_product,paid_search
1740,234,2026-05-29,add_to_cart,social
1741,701,2026-03-08,view_product,social
1742,44,2026-04-03,view_product,email
1743,737,2026-04-28,add_to_cart,social
1744,942,2026-03-18,view_product,email
1745,142,2026-04-28,checkout,social
1746,648,2026-03-27,add_to_cart,paid_search
1747,176,2026-03-16,view_product,email
1748,654,2026-03-10,view_product,social
1749,449,2026-05-15,purchase,paid_search
1750,592,2026-03-22,view_product,paid_search
1751,82,2026-03-16,add_to_cart,email
1752,135,2026-03-12,add_to_cart,organic
1753,719,2026-05-14,purchase,paid_search
1754,856,2026-05-23,add_to_cart,paid_search
1755,177,2026-04-20,add_to_cart,organic
1756,383,2026-03-01,checkout,email
1757,243,2026-03-27,checkout,social
1758,567,2026-05-06,add_to_cart,social
1759,141,2026-03-12,view_product,paid_search
1760,457,2026-03-30,view_product,organic
1761,440,2026-03-09,add_to_cart,paid_search
1762,56,2026-04-22,view_product,email
1763,527,2026-04-30,view_product,paid_search
1764,697,2026-04-23,view_product,social
1765,826,2026-04-06,add_to_cart,organic
1766,419,2026-05-04,view_product,email
1767,88,2026-04-11,view_product,paid_search
1768,609,2026-04-18,view_product,social
1769,656,2026-03-04,add_to_cart,paid_search
1770,8,2026-05-03,view_product,social
1771,477,2026-05-18,view_product,organic
1772,215,2026-04-20,view_product,email
1773,685,2026-05-11,view_product,paid_search
1774,735,2026-04-29,add_to_cart,email
1775,552,2026-05-26,add_to_cart,organic
1776,497,2026-05-18,view_product,social
1777,694,2026-03-31,view_product,organic
1778,503,2026-05-11,checkout,organic
1779,782,2026-04-27,view_product,email
1780,699,2026-05-21,view_product,organic
1781,245,2026-03-04,view_product,paid_search
1782,478,2026-03-22,view_product,social
1783,309,2026-03-03,view_product,organic
1784,231,2026-05-18,add_to_cart,paid_search
1785,383,2026-04-16,view_product,social
1786,155,2026-04-07,view_product,email
1787,175,2026-04-02,view_product,social
1788,848,2026-05-17,view_product,email
1789,115,2026-04-17,view_product,social
1790,390,2026-05-04,view_product,organic
1791,311,2026-03-26,view_product,email
1792,993,2026-03-08,add_to_cart,email
1793,300,2026-04-19,add_to_cart,email
1794,18,2026-05-19,view_product,organic
1795,784,2026-04-07,view_product,organic
1796,12,2026-03-10,add_to_cart,social
1797,404,2026-04-11,view_product,social
1798,813,2026-04-06,view_product,organic
1799,704,2026-03-26,add_to_cart,organic
1800,232,2026-03-12,checkout,email
1801,955,2026-05-23,view_product,social
1802,605,2026-04-18,view_product,social
1803,990,2026-03-14,checkout,email
1804,730,2026-04-15,view_product,email
1805,278,2026-04-04,checkout,email
1806,353,2026-03-29,view_product,paid_search
1807,999,2026-03-12,view_product,paid_search
1808,303,2026-05-21,view_product,organic
1809,541,2026-04-13,purchase,social
1810,470,2026-05-05,checkout,email
1811,813,2026-03-02,view_product,email
1812,77,2026-04-28,add_to_cart,social
1813,521,2026-03-17,add_to_cart,paid_search
1814,24,2026-03-10,add_to_cart,social
1815,15,2026-03-18,checkout,organic
1816,676,2026-03-22,view_product,paid_search
1817,525,2026-05-22,view_product,social
1818,347,2026-04-27,purchase,social
1819,172,2026-04-22,purchase,organic
1820,869,2026-03-01,view_product,social
1821,327,2026-05-27,view_product,paid_search
1822,712,2026-04-30,purchase,email
1823,485,2026-05-28,view_product,email
1824,489,2026-03-31,add_to_cart,email
1825,462,2026-03-31,view_product,paid_search
1826,378,2026-05-05,checkout,social
1827,588,2026-03-19,view_product,social
1828,164,2026-04-22,view_product,social
1829,372,2026-05-15,view_product,social
1830,573,2026-05-13,checkout,email
1831,1000,2026-03-22,add_to_cart,paid_search
1832,977,2026-03-23,add_to_cart,organic
1833,424,2026-05-26,view_product,paid_search
1834,757,2026-03-15,checkout,social
1835,477,2026-03-26,add_to_cart,social
1836,382,2026-03-03,add_to_cart,paid_search
1837,155,2026-05-26,purchase,paid_search
1838,257,2026-03-20,view_product,email
1839,756,2026-04-09,add_to_cart,social
1840,674,2026-04-08,checkout,paid_search
1841,68,2026-05-11,add_to_cart,social
1842,344,2026-03-18,add_to_cart,paid_search
1843,277,2026-04-10,view_product,social
1844,673,2026-05-09,add_to_cart,paid_search
1845,391,2026-03-27,view_product,social
1846,449,2026-03-15,view_product,organic
1847,259,2026-04-06,checkout,email
1848,307,2026-04-27,view_product,organic
1849,847,2026-03-05,view_product,email
1850,95,2026-05-12,add_to_cart,email
1851,950,2026-03-07,view_product,paid_search
1852,464,2026-04-10,view_product,organic
1853,970,2026-05-23,view_product,email
1854,246,2026-03-10,view_product,social
1855,733,2026-05-01,view_product,paid_search
1856,635,2026-03-26,view_product,paid_search
1857,187,2026-05-07,view_product,social
1858,774,2026-03-24,view_product,social
1859,925,2026-05-17,view_product,email
1860,785,2026-04-10,checkout,social
1861,373,2026-05-04,view_product,paid_search
1862,572,2026-03-17,add_to_cart,social
