order_id,user_id,order_date,amount,status
766,377,2026-05-24,61.72,completed
767,41,2026-04-30,44.29,completed
768,170,2026-03-31,85.9,completed
769,946,2026-05-22,24.9,completed
770,212,2026-04-22,29.67,completed
771,493,2026-04-01,65.47,completed
772,680,2026-05-05,22.14,refunded
773,39,2026-04-28,3.3,completed
774,369,2026-03-10,3.86,cancelled
775,757,2026-03-02,6.13,completed
776,151,2026-05-05,101.89,completed
777,111,2026-04-29,31.95,cancelled
778,480,2026-05-27,62.39,completed
779,436,2026-03-17,24.95,completed
780,47,2026-03-16,14.97,completed
781,575,2026-03-16,21.32,completed
782,737,2026-04-15,79.04,completed
783,366,2026-04-08,49.07,completed
784,69,2026-03-31,138.74,completed
785,299,2026-05-27,56.93,completed
786,944,2026-03-01,42.22,completed
787,802,2026-03-11,47.11,completed
788,296,2026-05-24,142.69,completed
789,203,2026-03-04,77.61,completed
790,61,2026-05-10,1.22,completed
791,946,2026-03-26,38.19,completed
792,963,2026-04-19,58.29,completed
793,830,2026-03-12,69.06,cancelled
794,314,2026-05-20,11.99,completed
795,161,2026-05-14,100.94,completed
796,331,2026-05-04,156.0,completed
797,528,2026-04-16,13.51,completed
798,338,2026-04-22,107.12,completed
799,606,2026-05-10,5.1,completed
800,304,2026-03-02,2.87,completed
801,503,2026-03-24,6.92,refunded
802,650,2026-03-04,2.97,completed
803,338,2026-03-19,93.22,completed
804,550,2026-03-26,3.04,completed
805,639,2026-05-14,15.85,cancelled
806,275,2026-04-09,5.48,completed
807,164,2026-04-19,17.51,completed
808,443,2026-04-12,4.75,completed
809,319,2026-05-14,55.13,completed
810,589,2026-05-06,7.15,completed
811,504,2026-03-12,95.48,completed
812,686,2026-05-06,84.97,completed
813,387,2026-03-27,0.69,completed
814,970,2026-04-23,113.04,completed
815,870,2026-05-05,1.47,completed
816,833,2026-04-18,13.7,completed
817,888,2026-03-16,1.65,completed
818,603,2026-03-02,20.46,completed
819,750,2026-04-29,36.06,completed
820,776,2026-04-23,79.64,completed
821,691,2026-03-30,20.62,completed
822,494,2026-05-23,61.12,completed
823,490,2026-04-07,10.38,completed
824,721,2026-03-28,69.43,completed
825,73,2026-03-25,13.46,completed
826,509,2026-03-10,7.75,completed
827,390,2026-04-29,10.25,cancelled
828,619,2026-04-11,10.05,completed
829,857,2026-04-09,35.96,cancelled
830,295,2026-05-16,93.15,completed
831,369,2026-04-11,4.15,completed
832,956,2026-04-16,61.37,completed
833,796,2026-04-06,53.12,completed
834,865,2026-05-19,102.99,completed
835,694,2026-03-22,14.0,completed
836,549,2026-04-26,29.9,completed
837,649,2026-05-23,130.07,completed
838,850,2026-03-27,53.94,completed
839,568,2026-04-10,24.61,completed
840,187,2026-05-19,7.04,completed
841,853,2026-04-03,15.22,completed
842,770,2026-04-01,43.52,completed
843,445,2026-05-29,63.32,completed
844,570,2026-05-28,6.64,completed
845,363,2026-05-05,45.76,cancelled
846,123,2026-03-12,39.96,completed
847,188,2026-04-09,36.07,completed
848,742,2026-05-12,58.58,completed
849,680,2026-05-15,90.84,completed
850,420,2026-05-29,19.5,completed
851,626,2026-05-12,109.92,completed
852,252,2026-03-10,8.76,completed
853,619,2026-04-17,9.5,cancelled
854,549,2026-03-20,15.51,completed
855,335,2026-04-08,6.37,completed
856,92,2026-04-29,13.09,cancelled
857,530,2026-05-05,5.63,completed
858,866,2026-05-04,86.23,completed
859,63,2026-04-20,7.48,completed
860,662,2026-04-05,68.78,completed
861,512,2026-03-24,2.45,completed
862,139,2026-03-27,148.33,completed
863,698,2026-03-02,62.09,completed
864,185,2026-03-31,0.34,cancelled
865,205,2026-04-26,72.17,completed
866,772,2026-05-17,36.09,cancelled
867,214,2026-05-05,75.56,cancelled
868,256,2026-03-29,36.96,completed
869,135,2026-03-15,51.23,completed
870,573,2026-03-12,77.17,completed
871,875,2026-03-28,25.97,completed
872,822,2026-05-23,0.14,completed
873,88,2026-03-24,94.84,cancelled
874,836,2026-03-21,23.97,completed
875,988,2026-03-10,34.26,completed
876,207,2026-05-17,0.39,completed
877,129,2026-03-18,33.87,completed
878,823,2026-05-27,215.21,completed
879,3,2026-03-14,16.31,completed
880,974,2026-04-03,25.16,completed
881,934,2026-04-27,58.11,completed
882,754,2026-05-15,84.31,completed
883,121,2026-03-22,27.01,completed
884,385,2026-05-09,18.53,completed
885,614,2026-04-05,138.89,completed
886,38,2026-04-14,56.53,completed
887,341,2026-04-05,6.34,completed
888,925,2026-03-22,3.57,completed
889,645,2026-05-17,33.04,cancelled
890,714,2026-05-19,12.43,completed
891,860,2026-04-30,14.65,completed
892,21,2026-04-25,105.06,refunded
893,242,2026-05-28,4.69,completed
894,455,2026-04-02,62.83,completed
895,963,2026-04-14,15.81,cancelled
896,621,2026-04-05,71.42,completed
897,303,2026-03-20,64.08,completed
898,596,2026-03-18,0.37,cancelled
899,595,2026-04-07,35.58,completed
900,803,2026-05-06,7.5,completed
901,964,2026-03-23,100.58,completed
902,69,2026-03-16,102.62,completed
903,129,2026-04-28,27.09,completed
904,196,2026-05-08,29.38,completed
905,140,2026-05-07,18.07,refunded
906,444,2026-03-21,63.05,cancelled
907,283,2026-05-17,22.21,cancelled
908,312,2026-05-17,15.58,completed
909,746,2026-05-09,28.3,completed
910,535,2026-03-12,4.8,cancelled
911,665,2026-03-16,68.64,cancelled
912,277,2026-05-20,0.63,completed
913,61,2026-05-26,51.71,completed
914,319,2026-03-14,10.1,completed
915,890,2026-04-30,13.22,completed
916,52,2026-05-10,50.48,completed
917,856,2026-04-15,247.69,completed
918,153,2026-04-01,75.19,completed
919,749,2026-03-15,12.8,completed
920,311,2026-04-13,9.68,completed
921,814,2026-03-17,100.58,completed
922,544,2026-04-10,29.37,completed
923,567,2026-04-23,7.37,completed
924,864,2026-04-13,99.1,completed
925,389,2026-03-05,84.67,completed
926,548,2026-03-27,206.47,completed
927,622,2026-05-26,120.26,completed
928,177,2026-05-17,95.46,completed
929,362,2026-05-18,2.7,cancelled
930,314,2026-04-12,5.51,completed
931,807,2026-03-31,42.08,completed
932,848,2026-03-17,37.91,completed
933,97,2026-05-22,30.62,cancelled
934,881,2026-04-23,25.27,completed
935,213,2026-05-01,28.21,completed
936,829,2026-05-26,42.12,completed
937,137,2026-04-01,0.1,completed
938,6,2026-04-09,15.1,cancelled
939,109,2026-03-13,36.52,completed
940,547,2026-05-23,64.05,completed
941,39,2026-04-04,9.57,completed
942,662,2026-03-05,39.58,completed
943,425,2026-05-12,62.67,completed
944,630,2026-03-29,29.41,completed
945,261,2026-05-09,1.37,completed
946,426,2026-03-25,29.83,completed
947,87,2026-03-22,17.58,completed
948,465,2026-05-05,132.71,completed
949,76,2026-04-14,6.65,completed
950,471,2026-05-08,52.85,completed
951,976,2026-05-28,2.71,completed
952,963,2026-05-11,29.54,completed
953,414,2026-03-01,40.37,completed
954,825,2026-05-23,17.69,completed
955,895,2026-04-13,30.36,completed
956,726,2026-05-26,8.93,completed
957,457,2026-05-14,18.13,completed
958,285,2026-04-08,48.52,completed
959,239,2026-04-23,17.96,completed
960,677,2026-05-27,115.0,cancelled
961,599,2026-05-14,49.5,completed
962,653,2026-03-29,28.87,cancelled
963,672,2026-04-23,1.98,completed
964,558,2026-05-29,34.61,completed
965,372,2026-03-16,72.36,completed
966,495,2026-03-20,15.43,cancelled
967,624,2026-04-15,82.19,completed
968,919,2026-05-06,14.5,completed
969,45,2026-05-04,86.79,completed
970,401,2026-04-27,4.46,completed
971,247,2026-04-22,100.56,completed
972,616,2026-03-01,34.58,completed
973,597,2026-05-20,17.59,completed
974,450,2026-05-05,15.4,completed
975,485,2026-03-29,28.28,completed
976,646,2026-05-23,347.93,completed
977,620,2026-05-09,12.44,completed
978,18,2026-03-08,5.45,cancelled
979,606,2026-03-29,43.98,cancelled
980,662,2026-04-20,33.52,refunded
981,758,2026-04-02,37.14,completed
982,289,2026-03-03,54.97,cancelled
983,414,2026-04-29,15.54,completed
984,721,2026-04-04,120.77,completed
985,638,2026-05-08,28.61,completed
986,235,2026-05-15,6.91,completed
987,416,2026-05-23,67.8,cancelled
988,938,2026-03-20,51.52,completed
989,499,2026-05-12,18.97,completed
990,974,2026-04-08,48.58,completed
991,634,2026-03-04,12.41,completed
992,650,2026-03-19,29.42,completed
993,115,2026-04-14,114.84,completed
994,932,2026-04-12,7.17,completed
995,674,2026-03-13,24.44,completed
996,713,2026-03-13,86.06,completed
997,234,2026-04-29,174.49,completed
998,540,2026-04-26,30.25,completed
999,11,2026-05-25,35.36,cancelled
1000,206,2026-04-21,42.45,completed
1001,679,2026-04-22,134.67,completed
1002,247,2026-05-25,97.67,completed
1003,559,2026-04-12,9.35,completed
1004,758,2026-05-22,28.7,completed
1005,127,2026-05-11,31.18,completed
1006,147,2026-05-11,77.82,completed
1007,118,2026-04-11,46.18,completed
1008,911,2026-05-29,53.1,completed
1009,382,2026-03-26,316.0,completed
1010,412,2026-03-23,3.9,completed
1011,664,2026-04-12,12.62,completed
1012,584,2026-05-16,26.2,cancelled
1013,363,2026-03-28,21.37,completed
1014,509,2026-03-09,1.09,completed
1015,137,2026-03-20,4.81,completed
1016,175,2026-04-25,57.12,refunded
1017,289,2026-05-22,105.73,completed
1018,958,2026-04-08,36.1,completed
1019,481,2026-04-20,38.74,completed
1020,19,2026-03-12,14.72,cancelled
1021,195,2026-05-18,73.02,cancelled
1022,330,2026-04-24,69.67,completed
1023,936,2026-05-17,44.38,completed
1024,175,2026-03-11,11.96,completed
1025,449,2026-03-26,5.1,completed
1026,925,2026-04-11,3.32,completed
1027,946,2026-03-27,44.91,completed
1028,354,2026-03-11,87.16,completed
1029,499,2026-04-07,97.71,completed
1030,141,2026-04-12,31.15,completed
1031,758,2026-03-19,76.69,completed
1032,897,2026-05-03,146.76,completed
1033,930,2026-03-06,16.09,refunded
1034,93,2026-04-15,25.37,completed
1035,944,2026-04-11,134.03,completed
1036,239,2026-05-04,20.64,completed
1037,205,2026-05-11,122.6,completed
1038,560,2026-04-28,198.28,completed
1039,433,2026-04-21,54.21,completed
1040,245,2026-04-16,84.88,completed
1041,832,2026-03-07,69.22,completed
1042,317,2026-03-11,60.12,completed
1043,925,2026-04-30,18.33,refunded
1044,295,2026-05-07,2.94,completed
1045,640,2026-03-25,21.01,refunded
1046,856,2026-03-12,54.97,refunded
1047,282,2026-03-26,5.41,completed
1048,17,2026-03-12,0.6,completed
1049,71,2026-04-12,7.52,completed
1050,269,2026-04-20,62.89,completed
1051,325,2026-04-06,180.22,completed
1052,794,2026-04-15,203.92,refunded
1053,305,2026-04-22,34.06,completed
1054,451,2026-05-27,101.76,completed
1055,7,2026-05-19,66.75,completed
1056,314,2026-03-13,34.76,completed
1057,817,2026-05-28,42.52,completed
1058,103,2026-04-23,7.38,completed
1059,821,2026-04-26,138.76,completed
1060,193,2026-03-04,21.69,completed
1061,753,2026-05-14,29.54,completed
1062,574,2026-04-18,55.69,completed
1063,529,2026-03-07,20.32,completed
1064,171,2026-03-11,14.67,completed
1065,537,2026-04-23,49.85,completed
1066,251,2026-05-26,1.27,completed
1067,765,2026-04-14,63.78,completed
1068,387,2026-03-23,36.08,completed
1069,207,2026-03-28,46.54,completed
1070,541,2026-04-26,49.97,completed
1071,629,2026-03-26,37.44,completed
1072,416,2026-03-25,43.68,completed
1073,794,2026-04-23,57.57,completed
1074,380,2026-03-29,69.94,cancelled
1075,144,2026-05-22,65.0,completed
1076,25,2026-04-05,101.86,completed
1077,822,2026-03-14,10.5,completed
1078,668,2026-05-17,25.64,completed
1079,73,2026-04-04,147.63,cancelled
1080,632,2026-03-30,25.26,completed
1081,824,2026-03-17,6.67,refunded
1082,833,2026-05-06,37.27,completed
1083,93,2026-05-19,5.8,completed
1084,505,2026-03-30,11.34,completed
1085,598,2026-04-14,319.41,completed
1086,336,2026-05-18,38.97,completed
1087,425,2026-05-28,16.71,completed
1088,499,2026-04-20,262.71,completed
1089,364,2026-04-16,169.9,completed
1090,947,2026-04-22,29.06,cancelled
1091,630,2026-05-03,15.08,completed
1092,745,2026-04-07,91.13,completed
1093,199,2026-05-03,62.87,completed
1094,718,2026-05-26,58.07,completed
1095,413,2026-05-28,111.8,completed
1096,339,2026-03-07,58.47,completed
1097,659,2026-03-22,16.69,completed
1098,962,2026-05-20,59.19,completed
1099,937,2026-05-21,18.25,completed
1100,429,2026-04-10,71.2,completed
1101,783,2026-05-13,48.35,completed
1102,899,2026-03-10,4.03,completed
1103,139,2026-04-26,35.96,completed
1104,693,2026-03-07,21.03,completed
1105,942,2026-04-19,19.92,cancelled
1106,542,2026-04-21,46.1,completed
1107,57,2026-04-02,19.45,completed
1108,232,2026-03-01,75.01,completed
1109,658,2026-04-22,3.67,completed
1110,435,2026-04-29,54.0,completed
1111,384,2026-04-03,82.83,completed
1112,560,2026-03-04,55.86,completed
1113,194,2026-03-17,34.38,cancelled
1114,736,2026-03-04,150.09,completed
1115,648,2026-04-12,17.83,completed
1116,534,2026-05-29,0.97,completed
1117,518,2026-03-04,28.28,completed
1118,716,2026-03-01,1.68,completed
1119,751,2026-05-10,153.89,refunded
1120,185,2026-04-19,11.78,completed
1121,872,2026-05-12,77.78,completed
1122,292,2026-04-30,74.49,completed
1123,335,2026-04-04,12.28,completed
1124,732,2026-03-08,48.54,refunded
1125,116,2026-03-24,2.46,completed
1126,825,2026-05-22,33.04,completed
1127,49,2026-04-05,0.74,completed
1128,685,2026-04-19,127.01,completed
1129,82,2026-04-12,186.66,completed
1130,834,2026-03-27,12.57,completed
1131,333,2026-04-01,11.67,completed
1132,557,2026-05-17,70.06,completed
1133,335,2026-03-18,14.61,cancelled
1134,532,2026-03-28,112.73,completed
1135,960,2026-03-29,42.66,completed
1136,221,2026-03-16,21.6,completed
1137,635,2026-04-16,89.4,completed
1138,746,2026-04-28,34.0,cancelled
1139,733,2026-03-31,121.31,completed
1140,323,2026-03-04,131.56,completed
1141,851,2026-04-06,9.04,completed
1142,3,2026-03-17,0.12,completed
1143,694,2026-04-08,206.54,completed
1144,206,2026-04-17,118.3,completed
1145,832,2026-04-15,2.85,cancelled
1146,40,2026-05-29,89.5,completed
1147,59,2026-04-17,30.61,cancelled
1148,951,2026-04-08,14.99,completed
1149,574,2026-03-04,105.49,completed
1150,644,2026-03-30,10.95,completed
1151,507,2026-03-30,147.16,completed
1152,572,2026-03-22,11.51,completed
1153,884,2026-05-14,47.55,cancelled
1154,843,2026-05-05,12.62,cancelled
1155,122,2026-03-12,39.45,cancelled
1156,479,2026-04-05,57.6,completed
1157,619,2026-03-18,10.55,cancelled
1158,96,2026-05-29,36.79,completed
1159,859,2026-04-22,31.66,completed
1160,414,2026-05-10,3.68,completed
1161,235,2026-03-01,85.27,completed
1162,898,2026-04-27,20.45,completed
1163,62,2026-05-29,42.73,completed
1164,256,2026-05-26,36.16,refunded
1165,561,2026-05-29,36.0,completed
1166,905,2026-03-06,5.67,completed
1167,348,2026-05-09,27.54,refunded
1168,671,2026-04-13,30.11,completed
1169,124,2026-05-11,66.15,cancelled
1170,482,2026-03-24,91.63,completed
1171,317,2026-05-25,39.37,completed
1172,504,2026-03-19,4.54,completed
1173,719,2026-03-18,13.51,completed
1174,48,2026-03-30,9.01,completed
1175,409,2026-04-11,6.65,completed
1176,932,2026-04-02,22.78,completed
1177,136,2026-05-13,13.03,cancelled
1178,201,2026-03-12,12.31,completed
1179,250,2026-03-27,2.81,completed
1180,314,2026-04-08,0.89,completed
1181,869,2026-03-09,5.42,completed
1182,368,2026-03-21,9.45,completed
1183,429,2026-05-15,28.19,refunded
1184,830,2026-03-29,35.72,completed
1185,807,2026-04-02,7.58,completed
1186,480,2026-05-01,27.65,completed
1187,314,2026-03-15,20.91,completed
1188,500,2026-03-02,10.13,completed
1189,721,2026-04-21,0.34,completed
1190,355,2026-04-13,31.46,completed
1191,485,2026-04-23,57.86,completed
1192,211,2026-03-18,12.83,completed
1193,704,2026-03-03,7.07,completed
1194,44,2026-03-07,109.04,completed
1195,541,2026-04-12,16.08,completed
1196,571,2026-05-21,12.66,cancelled
1197,583,2026-04-07,97.28,completed
1198,92,2026-04-06,84.94,completed
1199,265,2026-04-27,29.74,completed
1200,895,2026-04-02,33.59,refunded
1201,220,2026-04-28,12.28,refunded
1202,902,2026-03-11,4.08,cancelled
1203,925,2026-05-07,42.6,completed
1204,442,2026-05-21,5.18,completed
1205,401,2026-05-07,29.83,completed
1206,400,2026-05-27,141.09,completed
1207,727,2026-03-22,152.7,completed
1208,991,2026-05-05,13.68,completed
1209,899,2026-04-13,48.92,completed
1210,789,2026-03-06,32.13,completed
1211,576,2026-04-11,104.25,completed
1212,858,2026-03-25,15.83,completed
1213,804,2026-04-26,0.19,cancelled
1214,490,2026-05-24,8.87,completed
1215,485,2026-04-24,21.5,completed
1216,757,2026-03-16,18.97,completed
1217,470,2026-03-14,78.36,completed
1218,574,2026-04-08,57.06,completed
1219,938,2026-03-28,17.8,completed
1220,844,2026-04-20,30.6,completed
1221,682,2026-04-18,5.02,completed
1222,445,2026-03-09,114.21,refunded
1223,269,2026-04-27,137.0,completed
1224,267,2026-04-14,195.11,completed
1225,54,2026-03-22,101.46,completed
1226,528,2026-04-01,9.56,cancelled
1227,520,2026-05-08,2.36,completed
1228,616,2026-05-26,43.33,completed
1229,59,2026-05-08,121.87,cancelled
1230,825,2026-04-11,9.76,cancelled
1231,40,2026-04-22,0.35,cancelled
1232,237,2026-04-28,81.87,completed
1233,955,2026-05-13,4.0,completed
1234,386,2026-04-08,26.7,refunded
1235,606,2026-03-15,56.8,completed
1236,734,2026-05-10,13.51,completed
1237,716,2026-03-29,4.38,completed
1238,650,2026-03-03,73.49,completed
1239,300,2026-05-22,49.74,cancelled
1240,395,2026-03-10,223.23,completed
1241,207,2026-03-29,21.1,completed
1242,336,2026-05-18,3.19,refunded
1243,593,2026-04-04,66.28,completed
1244,730,2026-03-06,36.88,completed
1245,514,2026-03-12,11.99,completed
1246,178,2026-04-07,76.1,completed
1247,396,2026-05-16,11.39,completed
1248,371,2026-03-19,15.1,completed
1249,858,2026-05-06,4.85,completed
1250,791,2026-03-08,25.49,completed
1251,658,2026-03-08,27.14,completed
1252,318,2026-05-23,36.14,completed
1253,736,2026-04-16,61.72,completed
1254,369,2026-03-04,118.28,completed
1255,384,2026-04-20,7.41,completed
1256,62,2026-05-24,2.79,completed
1257,806,2026-05-06,0.94,completed
1258,505,2026-04-14,7.75,completed
1259,239,2026-03-08,53.64,refunded
1260,195,2026-05-26,65.0,completed
1261,678,2026-03-16,77.21,completed
1262,963,2026-05-16,13.97,completed
1263,222,2026-05-06,18.26,cancelled
1264,61,2026-03-09,33.0,completed
1265,129,2026-04-29,3.26,completed
1266,990,2026-05-17,47.23,completed
1267,685,2026-05-16,205.94,completed
1268,992,2026-05-10,22.38,completed
1269,156,2026-03-15,69.89,completed
1270,917,2026-05-10,34.66,completed
1271,378,2026-04-10,6.84,completed
1272,622,2026-03-22,43.64,completed
1273,781,2026-03-24,17.82,completed
1274,923,2026-04-13,1.75,completed
1275,868,2026-03-01,50.38,completed
1276,903,2026-03-10,97.93,completed
1277,790,2026-05-19,21.14,completed
1278,586,2026-05-11,24.74,refunded
1279,999,2026-04-25,110.83,completed
1280,437,2026-05-28,84.0,cancelled
1281,975,2026-04-19,62.76,completed
1282,207,2026-03-12,14.3,refunded
1283,388,2026-05-28,120.52,completed
1284,480,2026-05-20,8.39,completed
1285,791,2026-04-29,49.28,completed
1286,887,2026-03-26,1.46,completed
1287,838,2026-05-17,51.6,completed
1288,984,2026-04-10,16.23,completed
1289,340,2026-04-05,29.86,completed
1290,869,2026-03-23,21.18,completed
1291,340,2026-04-12,9.48,completed
1292,204,2026-03-06,48.64,completed
1293,161,2026-05-08,106.84,completed
1294,540,2026-04-12,159.81,completed
1295,392,2026-03-25,10.68,completed
1296,769,2026-03-18,63.18,completed
1297,677,2026-05-01,54.58,refunded
1298,575,2026-03-13,21.03,completed
1299,534,2026-04-12,0.96,completed
1300,70,2026-05-17,58.53,completed
1301,893,2026-03-28,145.47,completed
1302,405,2026-03-18,50.0,completed
1303,608,2026-04-28,28.57,completed
1304,675,2026-04-29,37.24,completed
1305,591,2026-05-02,11.13,completed
1306,517,2026-04-26,69.42,completed
1307,828,2026-04-20,68.6,completed
1308,120,2026-04-25,7.86,completed
1309,814,2026-03-27,105.18,completed
1310,690,2026-04-01,15.68,cancelled
1311,688,2026-03-09,201.59,completed
1312,902,2026-05-23,24.14,completed
1313,217,2026-05-07,9.79,completed
1314,56,2026-04-15,21.67,completed
1315,366,2026-05-06,29.01,completed
1316,699,2026-03-26,3.59,completed
1317,504,2026-03-08,43.16,completed
1318,744,2026-03-06,45.52,completed
1319,767,2026-05-19,67.15,completed
1320,925,2026-03-24,1.48,completed
1321,455,2026-04-17,38.96,completed
1322,104,2026-04-14,2.72,completed
1323,77,2026-03-13,60.39,completed
1324,230,2026-05-08,2.87,completed
1325,914,2026-03-25,121.37,completed
1326,258,2026-03-20,60.55,completed
1327,264,2026-05-21,35.4,completed
1328,331,2026-05-21,29.13,completed
1329,993,2026-05-05,7.0,completed
1330,182,2026-05-13,17.19,cancelled
1331,893,2026-04-14,101.61,completed
1332,768,2026-04-16,117.41,completed
1333,550,2026-05-02,0.04,completed
1334,688,2026-05-15,45.09,completed
1335,27,2026-05-16,63.52,completed
1336,276,2026-04-24,48.21,completed
1337,652,2026-05-14,4.26,completed
1338,299,2026-03-19,12.28,completed
1339,957,2026-04-04,14.41,completed
1340,799,2026-04-22,89.11,completed
1341,91,2026-03-26,31.11,completed
1342,480,2026-03-14,33.36,completed
1343,573,2026-04-14,136.59,completed
1344,458,2026-04-13,50.68,completed
1345,451,2026-05-27,114.47,completed
1346,365,2026-05-04,30.49,completed
1347,859,2026-04-20,8.09,completed
1348,675,2026-04-12,132.92,completed
1349,351,2026-05-25,30.69,completed
1350,655,2026-03-23,10.02,completed
1351,400,2026-04-25,18.01,completed
1352,253,2026-03-19,2.61,completed
1353,781,2026-05-21,31.58,completed
1354,881,2026-05-15,95.91,completed
1355,803,2026-04-24,135.59,completed
1356,459,2026-04-29,134.86,completed
1357,699,2026-04-28,6.69,completed
1358,917,2026-04-02,24.07,completed
1359,499,2026-03-19,1.43,cancelled
1360,950,2026-03-28,96.61,completed
1361,971,2026-04-21,22.22,completed
1362,926,2026-04-18,49.86,completed
1363,508,2026-04-06,62.75,completed
1364,304,2026-03-26,28.09,completed
1365,501,2026-04-09,18.3,completed
1366,803,2026-05-19,163.79,completed
1367,598,2026-04-07,166.89,completed
1368,166,2026-05-16,17.08,completed
1369,415,2026-05-26,32.66,completed
1370,462,2026-04-23,180.31,completed
1371,920,2026-03-22,0.24,completed
1372,114,2026-03-16,26.61,cancelled
1373,433,2026-03-28,5.29,completed
1374,992,2026-04-04,35.58,completed
1375,356,2026-04-29,1.25,completed
1376,928,2026-04-14,26.12,completed
1377,695,2026-04-15,12.47,completed
1378,207,2026-05-11,38.1,completed
1379,768,2026-04-24,275.99,completed
1380,235,2026-05-25,80.61,cancelled
1381,442,2026-05-24,93.42,completed
1382,355,2026-03-26,50.43,completed
1383,515,2026-05-24,2.12,cancelled
1384,208,2026-03-25,11.58,completed
1385,709,2026-05-04,129.56,completed
1386,853,2026-03-06,22.79,completed
1387,125,2026-03-23,5.47,refunded
1388,138,2026-05-03,60.6,completed
1389,339,2026-05-26,17.8,completed
1390,537,2026-04-12,15.66,completed
1391,68,2026-03-23,310.17,completed
1392,573,2026-03-30,97.65,completed
1393,541,2026-05-16,26.21,completed
1394,383,2026-03-18,196.26,cancelled
1395,19,2026-05-26,52.51,completed
1396,683,2026-05-18,67.74,completed
1397,450,2026-03-21,1.6,completed
1398,74,2026-04-26,6.48,completed
1399,573,2026-03-23,50.13,completed
1400,939,2026-04-14,114.64,refunded
1401,665,2026-04-13,48.87,refunded
1402,276,2026-05-21,7.19,completed
1403,48,2026-05-27,6.15,refunded
1404,211,2026-04-16,92.95,completed
1405,855,2026-04-09,7.5,completed
1406,920,2026-04-20,36.72,completed
1407,651,2026-04-11,1.89,cancelled
1408,622,2026-03-07,4.21,completed
1409,994,2026-04-19,55.79,cancelled
1410,695,2026-04-17,58.43,completed
1411,540,2026-05-23,20.89,completed
1412,709,2026-03-06,12.14,completed
1413,191,2026-03-09,84.02,completed
1414,315,2026-04-26,12.24,completed
1415,901,2026-03-31,39.05,completed
1416,563,2026-03-21,172.43,completed
1417,661,2026-05-29,8.0,completed
1418,780,2026-04-09,141.41,completed
1419,562,2026-04-14,10.1,cancelled
1420,900,2026-05-16,41.9,completed
1421,758,2026-04-18,23.66,completed
1422,113,2026-05-26,167.52,completed
1423,170,2026-03-20,15.98,completed
1424,468,2026-03-17,25.51,completed
1425,678,2026-03-28,203.32,completed
1426,921,2026-04-10,38.44,completed
1427,14,2026-05-05,34.92,completed
1428,715,2026-03-25,14.91,completed
1429,288,2026-04-27,60.43,cancelled
1430,907,2026-04-10,0.72,completed
1431,189,2026-03-06,2.54,refunded
1432,914,2026-05-14,45.73,cancelled
1433,155,2026-04-07,20.9,cancelled
1434,567,2026-03-06,153.22,cancelled
1435,694,2026-04-14,116.75,completed
1436,722,2026-05-14,62.54,completed
1437,888,2026-03-14,85.23,completed
1438,471,2026-05-05,55.03,completed
1439,75,2026-04-09,6.71,completed
1440,277,2026-03-03,72.52,completed
1441,940,2026-03-24,11.8,cancelled
1442,645,2026-03-19,19.54,refunded
1443,343,2026-03-18,85.53,completed
1444,425,2026-05-03,38.45,completed
1445,571,2026-05-27,98.28,refunded
1446,511,2026-04-04,11.98,completed
1447,857,2026-05-01,46.8,completed
1448,182,2026-03-01,4.38,completed
1449,458,2026-03-25,51.51,completed
1450,918,2026-04-14,71.89,completed
1451,851,2026-04-18,43.97,cancelled
1452,833,2026-05-28,15.48,completed
1453,64,2026-03-16,1.59,completed
1454,839,2026-03-19,6.36,completed
1455,260,2026-03-23,48.68,completed
1456,193,2026-05-22,136.22,refunded
1457,655,2026-03-25,11.57,completed
1458,616,2026-03-16,66.41,completed
1459,972,2026-04-23,100.66,completed
1460,406,2026-05-12,36.79,completed
1461,726,2026-03-01,55.32,completed
1462,754,2026-04-11,84.37,completed
1463,943,2026-03-19,15.1,completed
1464,721,2026-04-03,17.61,completed
1465,93,2026-05-19,0.03,completed
1466,430,2026-04-24,164.97,refunded
1467,654,2026-03-18,124.78,cancelled
1468,434,2026-04-03,72.32,completed
1469,404,2026-05-28,4.12,completed
1470,434,2026-04-14,29.67,completed
1471,112,2026-03-06,5.37,completed
1472,929,2026-03-21,0.8,completed
1473,375,2026-05-09,47.88,completed
1474,59,2026-04-17,161.99,completed
1475,43,2026-04-08,116.58,completed
1476,207,2026-03-31,59.66,completed
1477,780,2026-03-10,5.08,completed
1478,296,2026-03-30,16.02,completed
1479,118,2026-03-18,19.29,completed
1480,532,2026-04-29,72.02,completed
1481,222,2026-05-27,81.04,completed
1482,166,2026-05-12,24.32,completed
1483,643,2026-03-15,27.05,completed
1484,156,2026-03-04,2.28,cancelled
1485,184,2026-05-02,17.06,completed
1486,90,2026-04-09,30.01,completed
1487,94,2026-03-09,6.22,completed
1488,13,2026-03-09,30.19,refunded
1489,973,2026-03-26,95.93,completed
1490,834,2026-03-04,43.53,completed
1491,805,2026-05-20,4.11,cancelled
1492,945,2026-03-16,10.64,completed
1493,742,2026-03-15,32.17,completed
1494,834,2026-04-21,22.43,completed
1495,804,2026-05-08,22.22,completed
1496,438,2026-03-05,37.67,cancelled
1497,538,2026-03-20,43.9,completed
1498,587,2026-05-18,79.69,completed
1499,968,2026-03-18,20.85,completed
1500,876,2026-03-02,81.86,completed
