user_id,signup_date,country,device
887,2026-05-18,US,mobile
888,2026-03-08,Canada,desktop
889,2026-04-19,US,mobile
890,2026-05-26,US,mobile
891,2026-04-21,Canada,mobile
892,2026-04-21,US,desktop
893,2026-02-03,US,mobile
894,2026-04-21,US,desktop
895,2026-01-08,US,desktop
896,2026-06-17,US,mobile
897,2026-04-23,US,mobile
898,2026-03-24,China,desktop
899,2026-02-11,US,mobile
900,2026-06-18,US,desktop
901,2026-04-11,US,desktop
902,2026-01-06,US,mobile
903,2026-06-29,China,mobile
904,2026-01-26,Canada,desktop
905,2026-03-05,Mexico,desktop
906,2026-02-28,US,mobile
907,2026-04-19,US,mobile
908,2026-05-01,US,mobile
909,2026-02-02,Mexico,desktop
910,2026-05-30,US,desktop
911,2026-01-21,US,desktop
912,2026-03-11,China,mobile
913,2026-04-22,US,mobile
914,2026-01-04,US,desktop
915,2026-04-04,US,mobile
916,2026-03-16,China,mobile
917,2026-03-03,US,mobile
918,2026-04-04,Canada,desktop
919,2026-04-05,Mexico,desktop
920,2026-06-01,US,mobile
921,2026-02-24,Canada,mobile
922,2026-05-17,US,desktop
923,2026-05-11,US,tablet
924,2026-01-31,Mexico,mobile
925,2026-02-09,Mexico,mobile
926,2026-02-05,Canada,mobile
927,2026-06-01,US,desktop
928,2026-01-06,US,mobile
929,2026-03-07,US,mobile
930,2026-03-16,US,desktop
931,2026-01-04,US,desktop
932,2026-03-20,US,mobile
933,2026-05-14,US,desktop
934,2026-04-28,US,mobile
935,2026-04-23,US,mobile
936,2026-04-04,US,mobile
937,2026-06-28,Mexico,desktop
938,2026-03-03,US,mobile
939,2026-03-20,China,desktop
940,2026-05-16,Mexico,desktop
941,2026-01-26,US,desktop
942,2026-06-28,Mexico,desktop
943,2026-06-22,US,desktop
944,2026-02-13,US,mobile
945,2026-05-13,US,mobile
946,2026-03-11,US,desktop
947,2026-06-03,US,mobile
948,2026-04-28,US,desktop
949,2026-03-09,Canada,tablet
950,2026-01-19,Canada,mobile
951,2026-01-20,US,desktop
952,2026-04-23,Canada,mobile
953,2026-05-20,US,mobile
954,2026-02-16,US,mobile
955,2026-01-01,Mexico,mobile
956,2026-03-31,US,desktop
957,2026-05-22,US,desktop
958,2026-03-05,US,desktop
959,2026-02-07,US,mobile
960,2026-02-06,China,mobile
961,2026-05-06,US,desktop
962,2026-05-19,China,mobile
963,2026-04-10,US,desktop
964,2026-03-18,US,desktop
965,2026-01-03,US,desktop
966,2026-06-10,Canada,desktop
967,2026-05-14,US,mobile
968,2026-06-27,Mexico,desktop
969,2026-01-10,Mexico,mobile
970,2026-01-05,US,desktop
971,2026-05-31,China,mobile
972,2026-05-18,Mexico,desktop
973,2026-06-21,Canada,desktop
974,2026-05-10,US,mobile
975,2026-01-13,US,mobile
976,2026-06-17,US,desktop
977,2026-05-10,US,mobile
978,2026-03-25,US,mobile
979,2026-03-06,Mexico,mobile
980,2026-03-04,US,mobile
981,2026-04-11,US,desktop
982,2026-03-14,China,mobile
983,2026-01-17,Mexico,mobile
984,2026-01-09,US,mobile
985,2026-05-23,Mexico,mobile
986,2026-06-01,US,mobile
987,2026-02-07,US,mobile
988,2026-06-12,Canada,mobile
989,2026-04-04,US,mobile
990,2026-04-05,US,desktop
991,2026-02-18,US,mobile
992,2026-03-10,US,desktop
993,2026-03-03,US,mobile
994,2026-06-27,US,mobile
995,2026-03-19,Mexico,desktop
996,2026-04-27,Canada,mobile
997,2026-04-30,US,desktop
998,2026-05-17,US,desktop
999,2026-06-11,US,mobile
1000,2026-03-17,US,desktop
