user_id,experiment_group,assignment_timestamp,exposure_timestamp,exposure_date,device_at_exposure,traffic_source_at_exposure,user_type,payment_attempt_timestamp,purchase_timestamp,reached_checkout_view,reached_payment_attempt,reached_purchase,had_payment_failure,had_checkout_error,payment_succeeded,completion_minutes,order_id,order_amount,order_status,mature_order_followup,retained_revenue,refunded_or_cancelled
U001892,control,2026-07-08 18:31:37,2026-07-09 00:07:23.654879392,2026-07-09,mobile,organic,new,2026-07-09 00:14:23.654879392,2026-07-09 00:28:13.238549254,1,1,1,0,0,1.0,20.82640014588833,O0000505,196.16,completed,1,196.16,0
U001893,treatment,2026-07-13 09:36:16,2026-07-13 10:52:16.087522138,2026-07-13,mobile,email,new,2026-07-13 11:14:16.087522138,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001894,control,2026-07-07 02:57:46,2026-07-07 04:17:30.620224804,2026-07-07,mobile,social,returning,2026-07-07 04:22:30.620224804,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001895,treatment,2026-07-04 12:53:11,2026-07-04 14:21:52.707703952,2026-07-04,desktop,direct,new,,,1,0,0,0,0,,,,,,0,0.0,0
U001896,treatment,2026-07-02 01:07:33,2026-07-02 04:38:17.283049350,2026-07-02,mobile,organic,returning,2026-07-02 04:41:17.283049350,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001897,treatment,2026-07-06 12:31:48,2026-07-06 15:23:40.048963632,2026-07-06,desktop,organic,returning,2026-07-06 15:27:40.048963632,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001898,control,2026-07-11 10:54:26,2026-07-11 13:12:04.797243860,2026-07-11,desktop,paid_search,returning,2026-07-11 13:36:04.797243860,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001900,control,2026-07-08 21:11:19,2026-07-08 22:43:39.978144232,2026-07-08,mobile,email,returning,2026-07-08 22:53:39.978144232,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001901,control,2026-07-06 07:05:20,2026-07-06 09:47:43.618604504,2026-07-06,desktop,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U001903,treatment,2026-07-12 09:29:38,2026-07-12 15:06:18.287289344,2026-07-12,tablet,direct,returning,2026-07-12 15:23:18.287289344,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001904,control,2026-07-03 01:31:01,2026-07-03 02:01:55.350198850,2026-07-03,mobile,email,returning,2026-07-03 02:10:55.350198850,2026-07-03 02:27:42.252439714,1,1,1,0,0,1.0,25.781700164079666,O0000507,210.04,completed,1,210.04,0
U001905,control,2026-07-01 00:36:19,2026-07-01 02:33:28.078612552,2026-07-01,mobile,organic,returning,2026-07-01 02:41:28.078612552,2026-07-01 03:08:09.870164158,1,1,1,0,0,1.0,34.6965166926384,O0000508,51.29,completed,1,51.29,0
U001906,treatment,2026-07-09 16:24:25,2026-07-09 19:34:26.313710368,2026-07-09,desktop,paid_search,returning,2026-07-09 19:36:26.313710368,2026-07-09 19:47:36.107812654,1,1,1,0,0,1.0,13.163233771920204,O0000509,33.43,completed,1,33.43,0
U001907,treatment,2026-07-02 23:02:23,2026-07-03 01:56:52.409321600,2026-07-03,desktop,email,returning,2026-07-03 02:09:52.409321600,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001909,control,2026-07-07 03:23:17,2026-07-07 10:11:50.716406630,2026-07-07,mobile,organic,new,2026-07-07 10:20:50.716406630,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001910,treatment,2026-07-04 07:54:07,2026-07-04 15:15:11.891446330,2026-07-04,mobile,social,returning,2026-07-04 15:24:11.891446330,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001911,control,2026-07-01 17:34:30,2026-07-01 20:36:12.630608778,2026-07-01,mobile,organic,returning,2026-07-01 20:50:12.630608778,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001915,control,2026-07-07 21:04:45,2026-07-07 23:56:23.441267298,2026-07-07,mobile,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001916,treatment,2026-07-06 01:21:32,2026-07-06 03:02:00.155657696,2026-07-06,desktop,paid_search,returning,2026-07-06 03:14:00.155657696,,1,1,0,1,0,0.0,,,,,0,0.0,0
U001917,control,2026-07-11 03:37:19,2026-07-11 06:35:39.488891164,2026-07-11,mobile,organic,returning,2026-07-11 06:43:39.488891164,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001918,treatment,2026-07-08 09:30:49,2026-07-08 10:35:41.875082626,2026-07-08,mobile,social,returning,2026-07-08 10:50:41.875082626,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001919,control,2026-07-13 03:20:12,2026-07-13 04:00:33.011807244,2026-07-13,mobile,email,new,2026-07-13 04:09:33.011807244,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001920,control,2026-07-12 23:00:22,2026-07-13 00:18:31.800437548,2026-07-13,mobile,email,new,2026-07-13 00:25:31.800437548,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001921,control,2026-07-11 09:45:36,2026-07-11 14:20:56.170559232,2026-07-11,tablet,social,returning,2026-07-11 14:22:56.170559232,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001922,control,2026-07-11 17:56:08,2026-07-11 20:05:19.073689358,2026-07-11,mobile,direct,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001924,control,2026-07-13 22:04:24,2026-07-14 00:52:42.131156850,2026-07-14,desktop,direct,returning,2026-07-14 00:57:42.131156850,2026-07-14 01:03:25.286900892,1,1,1,0,0,1.0,10.71926660835743,O0000511,62.21,completed,1,62.21,0
U001925,control,2026-07-04 20:34:08,2026-07-04 22:06:35.254239614,2026-07-04,tablet,social,returning,2026-07-04 22:13:35.254239614,2026-07-04 22:52:02.566977026,1,1,1,0,0,1.0,45.455216467380524,O0000512,82.46,completed,1,82.46,0
U001927,control,2026-07-10 03:46:19,2026-07-10 07:07:14.608839472,2026-07-10,mobile,email,returning,2026-07-10 07:16:14.608839472,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001928,control,2026-07-12 09:35:08,2026-07-12 12:35:38.746233877,2026-07-12,mobile,social,returning,2026-07-12 12:44:38.746233877,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001930,control,2026-07-12 08:13:54,2026-07-12 08:44:06.146966592,2026-07-12,desktop,email,returning,2026-07-12 08:49:06.146966592,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001932,control,2026-07-05 03:37:44,2026-07-05 06:57:59.088038179,2026-07-05,mobile,paid_search,returning,2026-07-05 07:13:59.088038179,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001933,treatment,2026-07-03 07:54:50,2026-07-03 13:35:52.933806482,2026-07-03,desktop,paid_search,returning,2026-07-03 13:41:52.933806482,,1,1,0,0,1,1.0,,,,,0,0.0,0
U001934,control,2026-07-04 09:05:27,2026-07-04 11:36:29.982625326,2026-07-04,desktop,direct,new,,,1,0,0,0,0,,,,,,0,0.0,0
U001935,treatment,2026-07-04 09:15:35,2026-07-04 16:24:46.274855768,2026-07-04,mobile,organic,returning,2026-07-04 16:41:46.274855768,2026-07-04 17:10:56.976477728,1,1,1,0,0,1.0,46.17835007607937,O0000513,62.9,completed,1,62.9,0
U001936,treatment,2026-07-10 21:39:50,2026-07-11 02:23:25.605738674,2026-07-11,mobile,email,returning,2026-07-11 02:44:25.605738674,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001937,control,2026-07-07 02:49:11,2026-07-07 04:45:22.464043454,2026-07-07,mobile,organic,new,2026-07-07 04:55:22.464043454,2026-07-07 05:08:52.452945404,1,1,1,0,0,1.0,23.49981687963009,O0000514,94.49,completed,1,94.49,0
U001938,treatment,2026-07-05 14:52:24,2026-07-05 17:55:22.819624512,2026-07-05,mobile,social,returning,2026-07-05 18:12:22.819624512,2026-07-05 18:26:03.850329786,1,1,1,0,0,1.0,30.683833435177803,O0000515,120.82,completed,1,120.82,0
U001939,treatment,2026-07-04 07:49:52,2026-07-04 09:29:39.506129428,2026-07-04,mobile,direct,returning,2026-07-04 09:45:39.506129428,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001940,treatment,2026-07-02 05:01:06,2026-07-02 07:54:03.284727504,2026-07-02,desktop,organic,returning,2026-07-02 08:12:03.284727504,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001941,treatment,2026-07-05 10:36:14,2026-07-05 11:24:01.685761358,2026-07-05,mobile,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001942,control,2026-07-01 13:45:35,2026-07-01 16:30:17.430975890,2026-07-01,desktop,email,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001944,control,2026-07-03 11:10:36,2026-07-03 12:38:16.297764252,2026-07-03,mobile,paid_search,returning,2026-07-03 12:59:16.297764252,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001945,treatment,2026-07-12 07:05:40,2026-07-12 11:49:50.018792086,2026-07-12,tablet,direct,returning,2026-07-12 12:05:50.018792086,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001947,control,2026-07-13 18:25:58,2026-07-13 22:06:21.083544532,2026-07-13,desktop,email,new,2026-07-13 22:08:21.083544532,2026-07-13 22:38:22.939796632,1,1,1,0,0,1.0,32.03093335032463,O0000518,41.95,completed,1,41.95,0
U001948,control,2026-07-14 07:39:48,2026-07-14 10:40:09.429953370,2026-07-14,desktop,paid_search,returning,2026-07-14 10:49:09.429953370,2026-07-14 11:38:41.599806330,1,1,1,0,0,1.0,58.53616677224636,O0000519,74.23,completed,1,74.23,0
U001949,control,2026-07-14 04:35:43,2026-07-14 06:21:01.714552108,2026-07-14,mobile,paid_search,returning,2026-07-14 06:35:01.714552108,,1,1,0,1,0,0.0,,,,,0,0.0,0
U001951,control,2026-07-02 17:05:19,2026-07-02 17:40:29.619778564,2026-07-02,mobile,paid_search,returning,2026-07-02 17:47:29.619778564,,1,1,0,1,0,0.0,,,,,0,0.0,0
U001952,treatment,2026-07-08 06:28:14,2026-07-08 07:56:11.512132136,2026-07-08,desktop,direct,new,2026-07-08 08:20:11.512132136,2026-07-08 08:24:56.815918148,1,1,1,0,0,1.0,28.755066320300102,O0000520,91.61,completed,1,91.61,0
U001953,control,2026-07-05 05:40:24,2026-07-05 06:29:54.568454303,2026-07-05,mobile,organic,returning,2026-07-05 06:43:54.568454303,2026-07-05 07:10:56.472194219,1,1,1,0,0,1.0,41.03173278272152,O0000521,93.8,completed,1,93.8,0
U001955,treatment,2026-07-13 07:28:48,2026-07-13 10:58:04.000818204,2026-07-13,desktop,email,new,,,1,0,0,0,0,,,,,,0,0.0,0
U001956,control,2026-07-13 06:22:39,2026-07-13 15:13:03.725254326,2026-07-13,desktop,paid_search,new,2026-07-13 15:28:03.725254326,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001957,treatment,2026-07-12 13:35:21,2026-07-12 16:01:14.556174120,2026-07-12,mobile,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U001959,control,2026-07-08 18:01:01,2026-07-08 18:29:29.908380160,2026-07-08,desktop,paid_search,new,2026-07-08 18:50:29.908380160,2026-07-08 19:05:25.136980066,1,1,1,0,0,1.0,35.920483097434044,O0000522,142.5,completed,1,142.5,0
U001960,control,2026-07-02 04:43:07,2026-07-02 05:45:48.868360912,2026-07-02,desktop,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001962,treatment,2026-07-06 13:43:40,2026-07-06 15:20:51.058487962,2026-07-06,desktop,organic,new,2026-07-06 15:33:51.058487962,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001963,treatment,2026-07-11 14:37:12,2026-07-11 16:00:45.385927380,2026-07-11,desktop,email,returning,2026-07-11 16:09:45.385927380,,1,1,0,1,1,0.0,,,,,0,0.0,0
U001966,control,2026-07-02 03:22:06,2026-07-02 11:18:19.878419478,2026-07-02,desktop,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001967,control,2026-07-05 15:58:26,2026-07-05 20:54:09.180413774,2026-07-05,desktop,email,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001968,control,2026-07-12 20:54:30,2026-07-12 23:36:09.066181980,2026-07-12,desktop,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U001969,treatment,2026-07-06 16:00:48,2026-07-06 17:57:53.816482416,2026-07-06,mobile,email,new,2026-07-06 18:18:53.816482416,2026-07-06 18:35:49.009782990,1,1,1,0,0,1.0,37.919899597764015,O0000523,48.07,completed,1,48.07,0
U001971,treatment,2026-07-13 17:53:18,2026-07-13 20:02:30.865224870,2026-07-13,desktop,direct,returning,2026-07-13 20:25:30.865224870,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001972,control,2026-07-08 08:32:26,2026-07-08 12:23:59.278677824,2026-07-08,desktop,organic,new,2026-07-08 12:35:59.278677824,2026-07-08 12:45:31.961149550,1,1,1,0,0,1.0,21.544699743390083,O0000524,84.96,completed,1,84.96,0
U001974,treatment,2026-07-01 18:21:21,2026-07-01 18:45:57.685608726,2026-07-01,desktop,social,returning,2026-07-01 18:49:57.685608726,2026-07-01 19:25:55.853531796,1,1,1,0,0,1.0,39.96946670114994,O0000525,124.49,completed,1,124.49,0
U001975,control,2026-07-01 21:43:27,2026-07-02 00:06:28.607471316,2026-07-02,tablet,organic,returning,2026-07-02 00:15:28.607471316,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001977,control,2026-07-04 06:25:21,2026-07-04 08:34:30.696916086,2026-07-04,tablet,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001979,control,2026-07-11 12:46:40,2026-07-11 13:32:17.307715408,2026-07-11,mobile,paid_search,new,2026-07-11 13:56:17.307715408,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001982,control,2026-07-13 20:21:11,2026-07-13 22:22:35.538060494,2026-07-13,desktop,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001983,control,2026-07-06 15:38:37,2026-07-06 17:03:03.767582824,2026-07-06,desktop,email,returning,2026-07-06 17:12:03.767582824,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001984,control,2026-07-14 06:31:31,2026-07-14 09:16:48.186150262,2026-07-14,mobile,direct,new,2026-07-14 09:27:48.186150262,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001985,control,2026-07-09 12:08:21,2026-07-09 15:13:14.034849438,2026-07-09,mobile,paid_search,returning,2026-07-09 15:33:14.034849438,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001986,treatment,2026-07-08 07:08:13,2026-07-08 14:55:10.582704106,2026-07-08,tablet,paid_search,returning,2026-07-08 14:57:10.582704106,2026-07-08 15:11:17.216989024,1,1,1,0,0,1.0,16.110567077994347,O0000527,135.71,completed,1,135.71,0
U001987,treatment,2026-07-02 15:03:48,2026-07-02 17:15:54.971879526,2026-07-02,mobile,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001988,control,2026-07-14 02:52:03,2026-07-14 03:01:04.305347430,2026-07-14,mobile,email,returning,2026-07-14 03:06:04.305347430,2026-07-14 03:32:13.771951200,1,1,1,0,0,1.0,31.157783791422844,O0000528,92.32,completed,1,92.32,0
U001990,control,2026-07-11 11:19:47,2026-07-11 12:05:23.268222452,2026-07-11,mobile,social,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U001991,control,2026-07-07 09:27:49,2026-07-07 10:05:21.815890845,2026-07-07,mobile,organic,returning,2026-07-07 10:27:21.815890845,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001993,control,2026-07-02 22:46:07,2026-07-03 00:57:49.610514142,2026-07-03,mobile,organic,returning,2026-07-03 01:19:49.610514142,,1,1,0,1,0,0.0,,,,,0,0.0,0
U001996,control,2026-07-12 03:32:49,2026-07-12 08:23:24.939305884,2026-07-12,desktop,organic,new,2026-07-12 08:40:24.939305884,2026-07-12 08:44:23.718801916,1,1,1,0,0,1.0,20.97966693341732,O0000529,98.81,completed,1,98.81,0
U001998,control,2026-07-11 02:09:57,2026-07-11 02:48:42.634963176,2026-07-11,mobile,direct,returning,2026-07-11 02:53:42.634963176,,1,1,0,0,0,1.0,,,,,0,0.0,0
U001999,treatment,2026-07-02 03:44:05,2026-07-02 05:30:13.048912898,2026-07-02,mobile,organic,returning,2026-07-02 05:49:13.048912898,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002000,control,2026-07-08 03:36:27,2026-07-08 05:02:00.443758589,2026-07-08,desktop,organic,returning,2026-07-08 05:26:00.443758589,2026-07-08 05:58:10.748969771,1,1,1,0,0,1.0,56.17174990475178,O0000530,76.37,completed,1,76.37,0
U002001,treatment,2026-07-01 06:51:42,2026-07-01 07:58:36.486135066,2026-07-01,mobile,organic,returning,2026-07-01 08:22:36.486135066,2026-07-01 08:45:56.708759442,1,1,1,0,0,1.0,47.337050288915634,O0000531,52.16,completed,1,52.16,0
U002002,treatment,2026-07-12 22:21:28,2026-07-13 01:03:48.486429640,2026-07-13,desktop,email,new,2026-07-13 01:05:48.486429640,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002003,treatment,2026-07-07 16:23:50,2026-07-07 20:12:16.903452692,2026-07-07,mobile,organic,returning,2026-07-07 20:34:16.903452692,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002005,control,2026-07-14 03:49:46,2026-07-14 09:26:40.067495692,2026-07-14,mobile,email,new,2026-07-14 09:29:40.067495692,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002006,treatment,2026-07-01 00:51:45,2026-07-01 02:09:51.162350802,2026-07-01,mobile,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U002008,control,2026-07-09 15:50:04,2026-07-09 20:15:23.728235758,2026-07-09,mobile,direct,new,2026-07-09 20:19:23.728235758,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002009,treatment,2026-07-11 02:07:23,2026-07-11 04:16:49.439618936,2026-07-11,desktop,direct,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U002010,control,2026-07-12 23:09:02,2026-07-13 01:12:35.019132128,2026-07-13,mobile,organic,returning,2026-07-13 01:19:35.019132128,,1,1,0,1,0,0.0,,,,,0,0.0,0
U002012,treatment,2026-07-12 13:10:53,2026-07-12 13:46:10.235408192,2026-07-12,mobile,direct,returning,2026-07-12 13:59:10.235408192,2026-07-12 14:25:41.044095308,1,1,1,0,0,1.0,39.51348312199116,O0000533,132.32,completed,1,132.32,0
U002013,treatment,2026-07-03 09:14:12,2026-07-03 13:30:59.367258954,2026-07-03,desktop,social,returning,2026-07-03 13:32:59.367258954,2026-07-03 13:54:34.049410860,1,1,1,0,0,1.0,23.578033447265625,O0000534,151.88,completed,1,151.88,0
U002014,treatment,2026-07-11 02:56:09,2026-07-11 03:37:39.780288450,2026-07-11,desktop,organic,new,,,1,0,0,0,0,,,,,,0,0.0,0
U002017,treatment,2026-07-13 15:36:44,2026-07-13 17:12:12.852471344,2026-07-13,mobile,organic,new,2026-07-13 17:22:12.852471344,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002018,treatment,2026-07-12 09:45:23,2026-07-12 11:25:20.783656898,2026-07-12,mobile,social,returning,2026-07-12 11:40:20.783656898,2026-07-12 11:59:13.235330324,1,1,1,0,0,1.0,33.87418359518051,O0000535,94.66,completed,1,94.66,0
U002019,treatment,2026-07-08 21:55:56,2026-07-09 03:13:49.979522948,2026-07-09,mobile,paid_search,returning,2026-07-09 03:25:49.979522948,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002020,treatment,2026-07-04 08:55:21,2026-07-04 10:31:09.559834080,2026-07-04,tablet,social,returning,2026-07-04 10:35:09.559834080,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002021,control,2026-07-09 19:08:17,2026-07-09 22:24:32.304602324,2026-07-09,desktop,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U002022,treatment,2026-07-13 19:50:25,2026-07-13 20:53:09.849958660,2026-07-13,desktop,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U002024,control,2026-07-11 05:29:34,2026-07-11 07:40:12.540837604,2026-07-11,mobile,organic,returning,2026-07-11 07:44:12.540837604,2026-07-11 07:46:27.573484275,1,1,1,0,0,1.0,6.250533387064934,O0000537,85.04,cancelled,1,0.0,1
U002027,control,2026-07-09 05:14:01,2026-07-09 09:26:33.416606398,2026-07-09,mobile,paid_search,new,2026-07-09 09:32:33.416606398,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002028,treatment,2026-07-10 19:18:06,2026-07-10 19:59:43.348904802,2026-07-10,mobile,paid_search,returning,2026-07-10 20:15:43.348904802,2026-07-10 20:40:28.584047160,1,1,1,0,0,1.0,40.75391627848148,O0000538,116.04,completed,1,116.04,0
U002030,treatment,2026-07-09 03:22:30,2026-07-09 10:57:00.413908086,2026-07-09,desktop,organic,new,2026-07-09 11:12:00.413908086,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002031,control,2026-07-06 16:27:15,2026-07-06 17:54:50.440776852,2026-07-06,mobile,organic,new,2026-07-06 18:04:50.440776852,2026-07-06 18:10:35.803218774,1,1,1,0,0,1.0,15.7560333609581,O0000539,71.31,completed,1,71.31,0
U002032,control,2026-07-12 05:17:43,2026-07-12 08:02:21.053496526,2026-07-12,mobile,email,returning,2026-07-12 08:06:21.053496526,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002033,control,2026-07-05 18:40:40,2026-07-06 03:40:51.438050320,2026-07-06,desktop,email,returning,2026-07-06 04:01:51.438050320,2026-07-06 04:35:01.081031320,1,1,1,0,0,1.0,54.16071675717831,O0000540,115.94,completed,1,115.94,0
U002034,control,2026-07-12 11:23:15,2026-07-12 13:59:40.025660604,2026-07-12,mobile,direct,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U002036,treatment,2026-07-13 03:28:57,2026-07-13 09:54:06.653466954,2026-07-13,mobile,organic,new,2026-07-13 10:00:06.653466954,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002037,treatment,2026-07-13 04:05:36,2026-07-13 07:31:29.053772658,2026-07-13,mobile,organic,new,,,1,0,0,0,0,,,,,,0,0.0,0
U002038,treatment,2026-07-06 02:55:17,2026-07-06 04:41:27.024942926,2026-07-06,mobile,paid_search,returning,2026-07-06 04:57:27.024942926,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002039,treatment,2026-07-12 02:40:37,2026-07-12 04:03:39.258647152,2026-07-12,mobile,organic,returning,2026-07-12 04:25:39.258647152,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002040,control,2026-07-08 06:14:43,2026-07-08 08:44:50.362058914,2026-07-08,desktop,email,returning,2026-07-08 08:54:50.362058914,2026-07-08 09:07:56.808470866,1,1,1,0,0,1.0,23.107433170080185,O0000541,65.96,completed,1,65.96,0
U002041,control,2026-07-06 23:27:08,2026-07-07 00:35:50.341588616,2026-07-07,mobile,paid_search,new,2026-07-07 00:42:50.341588616,2026-07-07 01:20:33.592883054,1,1,1,0,0,1.0,44.72085043787956,O0000542,122.73,completed,1,122.73,0
U002042,control,2026-07-01 06:00:08,2026-07-01 11:52:02.777763554,2026-07-01,desktop,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U002043,control,2026-07-07 04:49:19,2026-07-07 05:40:40.657297450,2026-07-07,mobile,paid_search,new,2026-07-07 06:01:40.657297450,2026-07-07 06:13:04.416569632,1,1,1,0,0,1.0,32.39600010216236,O0000543,78.09,completed,1,78.09,0
U002044,control,2026-07-01 00:31:07,2026-07-01 02:38:31.077211660,2026-07-01,mobile,direct,returning,2026-07-01 02:51:31.077211660,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002045,treatment,2026-07-10 07:43:44,2026-07-10 09:18:13.303517870,2026-07-10,mobile,direct,returning,2026-07-10 09:32:13.303517870,2026-07-10 09:34:23.400021878,1,1,1,0,0,1.0,16.168266758322716,O0000544,132.27,completed,1,132.27,0
U002046,control,2026-07-07 06:40:53,2026-07-07 10:09:44.507977982,2026-07-07,mobile,paid_search,returning,2026-07-07 10:21:44.507977982,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002047,control,2026-07-04 02:58:33,2026-07-04 05:07:03.096811908,2026-07-04,desktop,direct,returning,2026-07-04 05:24:03.096811908,2026-07-04 05:27:48.316758750,1,1,1,0,0,1.0,20.753666684031487,O0000545,89.47,completed,1,89.47,0
U002048,treatment,2026-07-02 09:06:12,2026-07-02 10:14:38.764730856,2026-07-02,mobile,direct,new,2026-07-02 10:19:38.764730856,2026-07-02 10:27:21.881909730,1,1,1,0,0,1.0,12.718616724014282,O0000546,145.17,completed,1,145.17,0
U002049,control,2026-07-02 02:29:44,2026-07-02 07:01:04.261867376,2026-07-02,mobile,organic,returning,2026-07-02 07:05:04.261867376,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002050,control,2026-07-05 00:34:02,2026-07-05 03:28:51.343091678,2026-07-05,mobile,direct,returning,2026-07-05 03:33:51.343091678,,1,1,0,1,0,0.0,,,,,0,0.0,0
U002051,control,2026-07-10 22:24:08,2026-07-11 01:05:43.722315920,2026-07-11,mobile,email,returning,2026-07-11 01:07:43.722315920,2026-07-11 01:31:31.488342158,1,1,1,0,0,1.0,25.79610027372837,O0000547,102.68,completed,1,102.68,0
U002052,control,2026-07-01 22:32:47,2026-07-01 23:08:02.884482830,2026-07-01,mobile,social,returning,2026-07-01 23:21:02.884482830,2026-07-01 23:42:42.011274284,1,1,1,0,0,1.0,34.65211607515812,O0000548,146.61,completed,1,146.61,0
U002053,treatment,2026-07-08 17:15:49,2026-07-09 01:28:32.996495140,2026-07-09,mobile,paid_search,returning,2026-07-09 01:36:32.996495140,2026-07-09 01:41:30.045568084,1,1,1,0,0,1.0,12.95083299279213,O0000549,59.36,completed,1,59.36,0
U002054,control,2026-07-02 10:24:06,2026-07-02 12:44:16.840655304,2026-07-02,mobile,direct,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U002055,treatment,2026-07-06 03:48:12,2026-07-06 06:02:38.170532502,2026-07-06,mobile,social,returning,2026-07-06 06:23:38.170532502,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002056,control,2026-07-02 07:10:37,2026-07-02 09:51:04.504050418,2026-07-02,mobile,direct,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U002059,control,2026-07-07 21:57:47,2026-07-07 22:17:43.332135344,2026-07-07,mobile,email,returning,2026-07-07 22:23:43.332135344,2026-07-07 22:40:39.106403384,1,1,1,0,0,1.0,22.929566502571106,O0000550,113.11,completed,1,113.11,0
U002060,treatment,2026-07-14 10:22:59,2026-07-14 11:44:39.497364638,2026-07-14,desktop,direct,new,2026-07-14 12:07:39.497364638,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002061,treatment,2026-07-12 20:32:20,2026-07-13 00:15:16.431238412,2026-07-13,mobile,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U002062,control,2026-07-03 19:38:16,2026-07-03 23:23:26.451701356,2026-07-03,mobile,paid_search,returning,2026-07-03 23:30:26.451701356,,1,1,0,0,1,1.0,,,,,0,0.0,0
U002063,control,2026-07-05 05:19:25,2026-07-05 06:56:54.779457022,2026-07-05,mobile,direct,returning,2026-07-05 07:08:54.779457022,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002064,control,2026-07-10 15:33:43,2026-07-10 20:51:34.745877088,2026-07-10,desktop,paid_search,returning,2026-07-10 21:00:34.745877088,,1,1,0,0,0,1.0,,,,,0,0.0,0
U002065,treatment,2026-07-03 14:11:13,2026-07-03 20:05:00.931889494,2026-07-03,mobile,direct,returning,2026-07-03 20:24:00.931889494,2026-07-03 20:58:14.303350060,1,1,1,0,0,1.0,53.22285018861294,O0000551,72.35,completed,1,72.35,0
